	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
4	4	0.022220412269234657	39065	9	7	negros		NEU	6	pequeños
5	5	0.0170304998755455	55857	9	7	negros		NEU	5	asiáticos
6	6	0.015569720417261124	15828	9	7	negros		POS	4	importantes
7	7	0.012848198413848877	35801	9	7	negros		NEU	3	populares
8	8	0.012579210102558136	61991	9	7	negros		NEU	2	afroamericanos
9	9	0.011039911769330502	110420	9	7	negros		NEU	1	urbanos
0	0	0.18610548973083496	15828	10	7	negros		POS	10	importantes
1	1	0.039504799991846085	35801	10	7	negros		NEU	9	populares
2	2	0.032753344625234604	89352	10	7	negros		POS	8	destacados
3	3	0.03219519183039665	13092	10	7	negros		POS	7	grandes
4	4	0.02414087764918804	10104	10	7	negros		NEU	6	de
5	5	0.02379951998591423	64440	10	7	negros		NEG	5	pobres
6	6	0.023795343935489655	36462	10	7	negros		NEU	4	blancos
7	7	0.021430937573313713	39065	10	7	negros		NEU	3	pequeños
8	8	0.02049010992050171	12596	10	7	negros		POS	2	importante
9	9	0.01936449110507965	70371	10	7	negros		NEU	1	económicos
0	0	0.055077265948057175	35801	11	7	negros		NEU	10	populares
1	1	0.04159262776374817	42078	11	7	negros		NEG	9	comunes
2	2	0.04017133638262749	56668	11	7	negros		NEU	8	conocidos
3	3	0.03733256086707115	14445	11	7	negros		NEG	7	poco
4	4	0.024419279769062996	37075	11	7	negros		NEG	6	pocos
5	5	0.023997722193598747	60614	11	7	negros		NEG	5	negros
6	6	0.01811334304511547	33531	11	7	negros		NEU	4	numerosos
7	7	0.01589934155344963	39065	11	7	negros		NEU	3	pequeños
8	8	0.013541526161134243	12028	11	7	negros		POS	2	bien
9	9	0.013154596090316772	19188	11	7	negros		NEU	1	muchos
0	0	0.2057325541973114	60614	12	7	negros		NEG	10	negros
1	1	0.03731359913945198	61273	12	7	negros		NEG	9	ciudadanos
2	2	0.02277417853474617	79648	12	7	negros		NEG	8	católicos
3	3	0.02141689695417881	97512	12	7	negros		NEG	7	esclavos
4	4	0.014340226538479328	72499	12	7	negros		NEG	6	cristianos
5	5	0.013562080450356007	36462	12	7	negros		NEG	5	blancos
6	6	0.011939036659896374	82079	12	7	negros		NEG	4	indios
7	7	0.010985735803842545	119	12	7	negros		NEG	3	.
8	8	0.009310340508818626	10104	12	7	negros		NEG	2	de
9	9	0.00908699445426464	10150	12	7	negros		POS	1	10
0	0	0.08233015239238739	36462	0	7	blancos		NEU	10	blancos
1	1	0.016442177817225456	10104	0	7	blancos		NEU	9	de
2	2	0.01479406002908945	26211	0	7	blancos		NEU	8	locales
3	3	0.011188996024429798	35801	0	7	blancos		NEU	7	populares
4	4	0.010482817888259888	60614	0	7	blancos		NEU	6	negros
5	5	0.009018033742904663	169	0	7	blancos		NEU	5	a
6	6	0.008819105103611946	119	0	7	blancos		NEU	4	.
7	7	0.008513790555298328	10192	0	7	blancos		NEU	3	no
8	8	0.008322249166667461	49856	0	7	blancos		NEU	2	indígenas
9	9	0.0077692982740700245	45823	0	7	blancos		NEU	1	naturales
0	0	0.2102447897195816	36462	1	7	blancos		NEU	10	blancos
1	1	0.032938286662101746	55977	1	7	blancos		NEU	9	terrestres
2	2	0.027812309563159943	35801	1	7	blancos		NEU	8	populares
3	3	0.013895981013774872	39065	1	7	blancos		NEU	7	pequeños
4	4	0.013835892081260681	42078	1	7	blancos		NEU	6	comunes
5	5	0.01297291275113821	10104	1	7	blancos		NEU	5	de
6	6	0.009445397183299065	26211	1	7	blancos		NEU	4	locales
7	7	0.008536167442798615	56668	1	7	blancos		NEU	3	conocidos
8	8	0.008142922073602676	24826	1	7	blancos		NEU	2	sociales
9	9	0.008031247183680534	61555	1	7	blancos		NEU	1	tradicionales
0	0	0.04387686401605606	15993	2	7	blancos		NEG	10	unos
1	1	0.04223534092307091	12525	2	7	blancos		NEG	9	otros
2	2	0.03460537642240524	51412	2	7	blancos		NEG	8	mismos
3	3	0.028404291719198227	37075	2	7	blancos		NEG	7	pocos
4	4	0.018783152103424072	119	2	7	blancos		NEG	6	.
5	5	0.017790384590625763	16169	2	7	blancos		NEG	5	ellos
6	6	0.01543485652655363	29097	2	7	blancos		NEU	4	amigos
7	7	0.014834004454314709	21879	2	7	blancos		NEG	3	hombres
8	8	0.014748663641512394	11278	2	7	blancos		NEG	2	años
9	9	0.01337509136646986	10398	2	7	blancos		NEG	1	dos
0	0	0.10005652904510498	36462	3	7	blancos		NEU	10	blancos
1	1	0.04708417132496834	64440	3	7	blancos		NEG	9	pobres
2	2	0.03290357440710068	81646	3	7	blancos		NEU	8	rurales
3	3	0.02997688017785549	78169	3	7	blancos		NEU	7	residentes
4	4	0.02683253586292267	79648	3	7	blancos		NEU	6	católicos
5	5	0.017293980345129967	53548	3	7	blancos		NEU	5	hispanos
6	6	0.016051942482590675	100039	3	7	blancos		NEG	4	inmigrantes
7	7	0.015917882323265076	15114	3	7	blancos		NEU	3	principalmente
8	8	0.015124151483178139	18380	3	7	blancos		NEU	2	rural
9	9	0.014694788493216038	110	3	7	blancos		NEU	1	%
0	0	0.4966575801372528	36462	4	7	blancos		NEU	10	blancos
1	1	0.03619038686156273	79648	4	7	blancos		NEU	9	católicos
2	2	0.025975733995437622	53548	4	7	blancos		NEU	8	hispanos
3	3	0.021236108615994453	61273	4	7	blancos		NEU	7	ciudadanos
4	4	0.020163780078291893	78169	4	7	blancos		NEU	6	residentes
5	5	0.02005098946392536	61991	4	7	blancos		NEU	5	afroamericanos
6	6	0.019566139206290245	60614	4	7	blancos		NEG	4	negros
7	7	0.015507092699408531	55857	4	7	blancos		NEU	3	asiáticos
8	8	0.01338205672800541	78663	4	7	blancos		NEU	2	musulmanes
9	9	0.010491142980754375	64440	4	7	blancos		NEG	1	pobres
0	0	0.1666448414325714	36462	5	7	blancos		NEU	10	blancos
1	1	0.044376686215400696	81646	5	7	blancos		NEU	9	rurales
2	2	0.03623833507299423	15114	5	7	blancos		NEU	8	principalmente
3	3	0.03260848671197891	78169	5	7	blancos		NEU	7	residentes
4	4	0.022440461441874504	64440	5	7	blancos		NEG	6	pobres
5	5	0.015231112018227577	110420	5	7	blancos		NEU	5	urbanos
6	6	0.013776431791484356	18380	5	7	blancos		NEU	4	rural
7	7	0.013337034732103348	79648	5	7	blancos		NEU	3	católicos
8	8	0.013323254883289337	35801	5	7	blancos		NEU	2	populares
9	9	0.012571305967867374	26211	5	7	blancos		NEU	1	locales
0	0	0.509896457195282	36462	6	7	blancos		NEU	10	blancos
1	1	0.053733620792627335	53548	6	7	blancos		NEU	9	hispanos
2	2	0.03758688643574715	79648	6	7	blancos		NEU	8	católicos
3	3	0.02941642515361309	60614	6	7	blancos		NEG	7	negros
4	4	0.021893896162509918	61991	6	7	blancos		NEU	6	afroamericanos
5	5	0.01563197746872902	45692	6	7	blancos		NEU	5	latinos
6	6	0.013551177456974983	55857	6	7	blancos		NEU	4	asiáticos
7	7	0.009501014836132526	78663	6	7	blancos		NEU	3	musulmanes
8	8	0.008878751657903194	64413	6	7	blancos		NEG	2	amerindios
9	9	0.008245781064033508	72499	6	7	blancos		NEU	1	cristianos
0	0	0.18344037234783173	36462	7	7	blancos		NEU	10	blancos
1	1	0.08302923291921616	35801	7	7	blancos		NEU	9	populares
2	2	0.06342311203479767	42078	7	7	blancos		NEU	8	comunes
3	3	0.05198359116911888	41300	7	7	blancos		NEU	7	jóvenes
4	4	0.033081404864788055	56668	7	7	blancos		NEU	6	conocidos
5	5	0.022965095937252045	13092	7	7	blancos		POS	5	grandes
6	6	0.021173108369112015	15828	7	7	blancos		POS	4	importantes
7	7	0.020496957004070282	39065	7	7	blancos		NEU	3	pequeños
8	8	0.018817050382494926	99702	7	7	blancos		POS	2	ricos
9	9	0.012468627654016018	64440	7	7	blancos		NEG	1	pobres
0	0	0.19422584772109985	100039	8	7	blancos		NEG	10	inmigrantes
1	1	0.07126998901367188	36462	8	7	blancos		NEG	9	blancos
2	2	0.07024887949228287	64440	8	7	blancos		NEG	8	pobres
3	3	0.034218680113554	39065	8	7	blancos		NEU	7	pequeños
4	4	0.034009359776973724	99702	8	7	blancos		POS	6	ricos
5	5	0.02983197756111622	12173	8	7	blancos		NEU	5	habitantes
6	6	0.024318842217326164	96212	8	7	blancos		NEU	4	poblado
7	7	0.02370353788137436	15828	8	7	blancos		POS	3	importantes
8	8	0.016653314232826233	13092	8	7	blancos		NEU	2	grandes
9	9	0.01642621122300625	10104	8	7	blancos		NEU	1	de
0	0	0.19123587012290955	36462	9	7	blancos		NEG	10	blancos
1	1	0.1403394490480423	64440	9	7	blancos		NEG	9	pobres
2	2	0.074001245200634	99702	9	7	blancos		POS	8	ricos
3	3	0.04368589073419571	35801	9	7	blancos		NEU	7	populares
4	4	0.024520618841052055	39065	9	7	blancos		NEU	6	pequeños
5	5	0.02210414409637451	42078	9	7	blancos		NEU	5	comunes
6	6	0.0184373427182436	15828	9	7	blancos		POS	4	importantes
7	7	0.01352626457810402	53548	9	7	blancos		NEU	3	hispanos
8	8	0.012766693718731403	79648	9	7	blancos		NEU	2	católicos
9	9	0.011991574428975582	13092	9	7	blancos		POS	1	grandes
0	0	0.1223200336098671	15828	10	7	blancos		POS	10	importantes
1	1	0.09336044639348984	35801	10	7	blancos		NEU	9	populares
2	2	0.06340502202510834	36462	10	7	blancos		NEU	8	blancos
3	3	0.026414262130856514	13092	10	7	blancos		POS	7	grandes
4	4	0.02463437430560589	26211	10	7	blancos		NEU	6	locales
5	5	0.02401149831712246	64440	10	7	blancos		NEG	5	pobres
6	6	0.02251235954463482	39065	10	7	blancos		NEU	4	pequeños
7	7	0.020421601831912994	10104	10	7	blancos		NEU	3	de
8	8	0.020373785868287086	89352	10	7	blancos		NEU	2	destacados
9	9	0.018725641071796417	42078	10	7	blancos		NEU	1	comunes
0	0	0.06773540377616882	36462	11	7	blancos		NEG	10	blancos
1	1	0.04325641691684723	39065	11	7	blancos		NEU	9	pequeños
2	2	0.019239306449890137	12028	11	7	blancos		POS	8	bien
3	3	0.018049677833914757	77164	11	7	blancos		NEU	7	marcado
4	4	0.016503887251019478	14445	11	7	blancos		NEG	6	poco
5	5	0.012823585420846939	13092	11	7	blancos		POS	5	grandes
6	6	0.011158104054629803	10182	11	7	blancos		NEU	4	los
7	7	0.011053609661757946	42078	11	7	blancos		NEG	3	comunes
8	8	0.01083449088037014	10107	11	7	blancos		NEG	2	##s
9	9	0.009271873161196709	14136	11	7	blancos		NEU	1	color
0	0	0.07580805569887161	36462	12	7	blancos		NEG	10	blancos
1	1	0.0254820566624403	61273	12	7	blancos		NEG	9	ciudadanos
2	2	0.025235407054424286	79648	12	7	blancos		NEG	8	católicos
3	3	0.01708231307566166	119	12	7	blancos		NEG	7	.
4	4	0.017000338062644005	60614	12	7	blancos		NEG	6	negros
5	5	0.016800228506326675	49856	12	7	blancos		NEG	5	indígenas
6	6	0.011832990683615208	10104	12	7	blancos		NEG	4	de
7	7	0.010828510858118534	21879	12	7	blancos		NEG	3	hombres
8	8	0.01048559881746769	72499	12	7	blancos		NEG	2	cristianos
9	9	0.009751791134476662	82079	12	7	blancos		NEG	1	indios
0	0	0.0197758786380291	35801	0	7	moros		NEU	10	populares
1	1	0.018534822389483452	10104	0	7	moros		NEU	9	de
2	2	0.013314721174538136	10182	0	7	moros		NEG	8	los
3	3	0.012374554760754108	43572	0	7	moros		NEU	7	romanos
4	4	0.012370036914944649	42078	0	7	moros		NEU	6	comunes
5	5	0.012026840820908546	72499	0	7	moros		NEU	5	cristianos
6	6	0.010732636786997318	169	0	7	moros		NEU	4	a
7	7	0.007697317283600569	131	0	7	moros		NEG	3	:
8	8	0.007527460344135761	45823	0	7	moros		NEU	2	naturales
9	9	0.007003482431173325	92027	0	7	moros		NEU	1	caballos
0	0	0.028300467878580093	35801	1	7	moros		NEU	10	populares
1	1	0.018374240025877953	42078	1	7	moros		NEU	9	comunes
2	2	0.01461322233080864	10104	1	7	moros		NEU	8	de
3	3	0.01208441611379385	56668	1	7	moros		NEU	7	conocidos
4	4	0.010550226084887981	59432	1	7	moros		NEG	6	muertos
5	5	0.009873317554593086	39065	1	7	moros		NEU	5	pequeños
6	6	0.009789944626390934	45823	1	7	moros		NEU	4	naturales
7	7	0.009101761505007744	10182	1	7	moros		NEU	3	los
8	8	0.007861597463488579	14445	1	7	moros		NEG	2	poco
9	9	0.007674461230635643	55977	1	7	moros		NEU	1	terrestres
0	0	0.11587172001600266	15993	2	7	moros		NEG	10	unos
1	1	0.08305598795413971	12525	2	7	moros		NEG	9	otros
2	2	0.026964204385876656	37075	2	7	moros		NEG	8	pocos
3	3	0.024355320259928703	51412	2	7	moros		NEG	7	mismos
4	4	0.023843782022595406	16169	2	7	moros		NEG	6	ellos
5	5	0.018731053918600082	29097	2	7	moros		NEU	5	amigos
6	6	0.017029903829097748	98894	2	7	moros		NEU	4	suyos
7	7	0.01625722460448742	21879	2	7	moros		NEG	3	hombres
8	8	0.014819109812378883	10104	2	7	moros		NEG	2	de
9	9	0.01475511398166418	15826	2	7	moros		NEG	1	uns
0	0	0.03233582526445389	72499	3	7	moros		NEU	10	cristianos
1	1	0.028418563306331635	79648	3	7	moros		NEU	9	católicos
2	2	0.025408677756786346	81646	3	7	moros		NEU	8	rurales
3	3	0.02152695506811142	78169	3	7	moros		NEU	7	residentes
4	4	0.019578713923692703	78663	3	7	moros		NEU	6	musulmanes
5	5	0.018791476264595985	15114	3	7	moros		NEU	5	principalmente
6	6	0.01789955049753189	10104	3	7	moros		NEG	4	de
7	7	0.017382226884365082	12206	3	7	moros		NEU	3	población
8	8	0.016413431614637375	110	3	7	moros		NEG	2	%
9	9	0.016157731413841248	36462	3	7	moros		NEU	1	blancos
0	0	0.032396648079156876	72499	4	7	moros		NEU	10	cristianos
1	1	0.029733428731560707	79648	4	7	moros		NEU	9	católicos
2	2	0.02883952111005783	61273	4	7	moros		NEU	8	ciudadanos
3	3	0.025995813310146332	78663	4	7	moros		NEU	7	musulmanes
4	4	0.02142460085451603	81646	4	7	moros		NEU	6	rurales
5	5	0.02128901518881321	36462	4	7	moros		NEU	5	blancos
6	6	0.015749778598546982	54674	4	7	moros		NEU	4	alemanes
7	7	0.014748242683708668	78169	4	7	moros		NEU	3	residentes
8	8	0.012462914921343327	72438	4	7	moros		NEU	2	judíos
9	9	0.01095996331423521	68226	4	7	moros		NEU	1	italianos
0	0	0.02766045555472374	15114	5	7	moros		NEU	10	principalmente
1	1	0.016829555854201317	68226	5	7	moros		NEU	9	italianos
2	2	0.013450592756271362	81646	5	7	moros		NEU	8	rurales
3	3	0.013061663135886192	78169	5	7	moros		NEU	7	residentes
4	4	0.01292409934103489	99702	5	7	moros		POS	6	ricos
5	5	0.012452369555830956	35801	5	7	moros		NEU	5	populares
6	6	0.01101701706647873	79648	5	7	moros		NEU	4	católicos
7	7	0.010875163599848747	39065	5	7	moros		NEU	3	pequeños
8	8	0.01044329721480608	10104	5	7	moros		NEU	2	de
9	9	0.007909668609499931	33531	5	7	moros		NEU	1	numerosos
0	0	0.020410019904375076	10104	6	7	moros		NEG	10	de
1	1	0.01962883584201336	72499	6	7	moros		NEU	9	cristianos
2	2	0.016384093090891838	10182	6	7	moros		NEG	8	los
3	3	0.01092459261417389	45823	6	7	moros		NEU	7	naturales
4	4	0.009378362447023392	21879	6	7	moros		NEG	6	hombres
5	5	0.008647843264043331	43572	6	7	moros		NEU	5	romanos
6	6	0.008502419106662273	169	6	7	moros		NEG	4	a
7	7	0.008258281275629997	79648	6	7	moros		NEU	3	católicos
8	8	0.0075368937104940414	33584	6	7	moros		NEG	2	animales
9	9	0.007462312001734972	35801	6	7	moros		NEU	1	populares
0	0	0.06747616827487946	42078	7	7	moros		NEU	10	comunes
1	1	0.06298618018627167	56668	7	7	moros		NEU	9	conocidos
2	2	0.05230509862303734	35801	7	7	moros		NEU	8	populares
3	3	0.03266957029700279	39065	7	7	moros		NEU	7	pequeños
4	4	0.025456437841057777	13092	7	7	moros		POS	6	grandes
5	5	0.024864938110113144	41300	7	7	moros		NEU	5	jóvenes
6	6	0.023967718705534935	43718	7	7	moros		NEU	4	antiguos
7	7	0.01879381202161312	99702	7	7	moros		POS	3	ricos
8	8	0.0162921492010355	10104	7	7	moros		NEU	2	de
9	9	0.015838416293263435	15828	7	7	moros		POS	1	importantes
0	0	0.18806327879428864	100039	8	7	moros		NEG	10	inmigrantes
1	1	0.03888173773884773	39065	8	7	moros		NEU	9	pequeños
2	2	0.03567889705300331	99702	8	7	moros		NEU	8	ricos
3	3	0.031782351434230804	15828	8	7	moros		POS	7	importantes
4	4	0.02978980541229248	12173	8	7	moros		NEU	6	habitantes
5	5	0.029203061014413834	64440	8	7	moros		NEG	5	pobres
6	6	0.026207953691482544	10104	8	7	moros		NEG	4	de
7	7	0.023046113550662994	96212	8	7	moros		NEU	3	poblado
8	8	0.020741058513522148	33531	8	7	moros		NEU	2	numerosos
9	9	0.01961156167089939	13092	8	7	moros		POS	1	grandes
0	0	0.05581336095929146	42078	9	7	moros		NEU	10	comunes
1	1	0.04563123732805252	99702	9	7	moros		POS	9	ricos
2	2	0.03186272457242012	43718	9	7	moros		NEU	8	antiguos
3	3	0.030467858538031578	39065	9	7	moros		NEU	7	pequeños
4	4	0.0240736436098814	15828	9	7	moros		POS	6	importantes
5	5	0.023196615278720856	12173	9	7	moros		NEU	5	habitantes
6	6	0.02304968237876892	35801	9	7	moros		NEU	4	populares
7	7	0.022247523069381714	56668	9	7	moros		NEU	3	conocidos
8	8	0.019775640219449997	10104	9	7	moros		NEG	2	de
9	9	0.019367508590221405	96212	9	7	moros		NEU	1	poblado
0	0	0.13253840804100037	15828	10	7	moros		POS	10	importantes
1	1	0.03914780542254448	35801	10	7	moros		NEU	9	populares
2	2	0.03565335273742676	13092	10	7	moros		POS	8	grandes
3	3	0.03555278107523918	39065	10	7	moros		NEU	7	pequeños
4	4	0.03547420725226402	10104	10	7	moros		NEU	6	de
5	5	0.028358452022075653	42078	10	7	moros		NEU	5	comunes
6	6	0.022677265107631683	26211	10	7	moros		NEU	4	locales
7	7	0.02086935192346573	33531	10	7	moros		NEU	3	numerosos
8	8	0.01923045888543129	89352	10	7	moros		POS	2	destacados
9	9	0.017388321459293365	61555	10	7	moros		POS	1	tradicionales
0	0	0.04646439477801323	42078	11	7	moros		NEG	10	comunes
1	1	0.03777020797133446	56668	11	7	moros		NEU	9	conocidos
2	2	0.03769996017217636	35801	11	7	moros		NEU	8	populares
3	3	0.031329475343227386	39065	11	7	moros		NEU	7	pequeños
4	4	0.02516230195760727	12028	11	7	moros		POS	6	bien
5	5	0.022037912160158157	14445	11	7	moros		NEG	5	poco
6	6	0.01609320193529129	13092	11	7	moros		POS	4	grandes
7	7	0.014895010739564896	13436	11	7	moros		NEU	3	muy
8	8	0.013701527379453182	10104	11	7	moros		NEG	2	de
9	9	0.012356538325548172	10182	11	7	moros		NEG	1	los
0	0	0.029886800795793533	12525	12	7	moros		NEG	10	otros
1	1	0.026132546365261078	10104	12	7	moros		NEG	9	de
2	2	0.01948937587440014	21879	12	7	moros		NEG	8	hombres
3	3	0.017575526610016823	51412	12	7	moros		NEG	7	mismos
4	4	0.017471428960561752	48399	12	7	moros		NEG	6	vecinos
5	5	0.016434237360954285	16169	12	7	moros		NEG	5	ellos
6	6	0.016233094036579132	169	12	7	moros		NEG	4	a
7	7	0.015599725767970085	10182	12	7	moros		NEG	3	los
8	8	0.014950377866625786	107149	12	7	moros		NEG	2	dichos
9	9	0.014942879788577557	119	12	7	moros		NEG	1	.
0	0	0.07753780484199524	82079	0	7	indios		NEU	10	indios
1	1	0.035167451947927475	10104	0	7	indios		NEU	9	de
2	2	0.02459808439016342	49856	0	7	indios		NEU	8	indígenas
3	3	0.01574939489364624	10182	0	7	indios		NEG	7	los
4	4	0.013019926846027374	48399	0	7	indios		NEU	6	vecinos
5	5	0.011702495627105236	72499	0	7	indios		NEU	5	cristianos
6	6	0.010408508591353893	169	0	7	indios		NEG	4	a
7	7	0.010345893912017345	78663	0	7	indios		NEU	3	musulmanes
8	8	0.010279865935444832	18843	0	7	indios		NEU	2	pueblo
9	9	0.009982286021113396	131	0	7	indios		NEG	1	:
0	0	0.06855601072311401	82079	1	7	indios		NEU	10	indios
1	1	0.02819923684000969	10104	1	7	indios		NEU	9	de
2	2	0.013081829063594341	10182	1	7	indios		NEG	8	los
3	3	0.010455572046339512	49856	1	7	indios		NEU	7	indígenas
4	4	0.00934502575546503	35801	1	7	indios		NEU	6	populares
5	5	0.008244093507528305	39065	1	7	indios		NEU	5	pequeños
6	6	0.0072100418619811535	70696	1	7	indios		NEU	4	nativos
7	7	0.007198520470410585	45823	1	7	indios		NEU	3	naturales
8	8	0.006435455288738012	14445	1	7	indios		NEG	2	poco
9	9	0.006029796786606312	10543	1	7	indios		NEU	1	más
0	0	0.13233616948127747	82079	2	7	indios		NEG	10	indios
1	1	0.07121028751134872	12525	2	7	indios		NEG	9	otros
2	2	0.041417572647333145	15993	2	7	indios		NEG	8	unos
3	3	0.028616320341825485	37075	2	7	indios		NEG	7	pocos
4	4	0.027874253690242767	29097	2	7	indios		NEG	6	amigos
5	5	0.022408468648791313	21879	2	7	indios		NEG	5	hombres
6	6	0.019467346370220184	51412	2	7	indios		NEG	4	mismos
7	7	0.01808100752532482	10104	2	7	indios		NEG	3	de
8	8	0.017945384606719017	16169	2	7	indios		NEG	2	ellos
9	9	0.015000766143202782	37254	2	7	indios		NEG	1	hermanos
