	index	score	token	sentence	model	dimension	pos_tag	rsv	word
2	2	0.02598189376294613	49143	5	12	negros	AQ	8	simpáticos
3	3	0.0185638889670372	46304	5	12	negros	AQ	7	encantadores
4	4	0.016755137592554092	23434	5	12	negros	AQ	6	curiosos
5	5	0.015749124810099602	11162	5	12	negros	AQ	5	enormes
6	6	0.015565759502351284	3657	5	12	negros	PI	4	pocos
7	7	0.014779787510633469	316	5	12	negros	DA	3	los
8	8	0.013902569189667702	14994	5	12	negros	AQ	2	hermosos
9	9	0.013105521909892559	1605	5	12	negros	AQ	1	grandes
0	0	0.07447493821382523	10423	6	12	negros	NC	10	negros
1	1	0.04319208115339279	10805	6	12	negros	AQ	9	blancos
2	2	0.037321850657463074	8111	6	12	negros	AQ	8	pobres
3	3	0.015416554175317287	15190	6	12	negros	AQ	7	brillantes
4	4	0.013663208112120628	726	6	12	negros	DI	6	todos
5	5	0.013585963286459446	2323	6	12	negros	NC	5	hombres
6	6	0.013173028826713562	1605	6	12	negros	AQ	4	grandes
7	7	0.012910628691315651	16888	6	12	negros	AQ	3	débiles
8	8	0.012891951017081738	16828	6	12	negros	AQ	2	extraños
9	9	0.012418231926858425	3657	6	12	negros	PI	1	pocos
0	0	0.1119784340262413	1605	7	12	negros	AQ	10	grandes
1	1	0.04270659014582634	6001	7	12	negros	AQ	9	fuertes
2	2	0.04230201244354248	10578	7	12	negros	AQ	8	baratos
3	3	0.03820236399769783	33502	7	12	negros	VMP	7	valorados
4	4	0.031331222504377365	6571	7	12	negros	AQ	6	populares
5	5	0.03018530085682869	19112	7	12	negros	AQ	5	vendidos
6	6	0.02815576270222664	12113	7	12	negros	AQ	4	cercanos
7	7	0.02699807658791542	14421	7	12	negros	AQ	3	rápidos
8	8	0.025065861642360687	14208	7	12	negros	AQ	2	calientes
9	9	0.016824282705783844	13801	7	12	negros	AQ	1	completos
0	0	0.07662079483270645	10578	8	12	negros	AQ	10	baratos
1	1	0.05206237733364105	12113	8	12	negros	AQ	9	cercanos
2	2	0.03788640722632408	1605	8	12	negros	AQ	8	grandes
3	3	0.037800587713718414	3452	8	12	negros	AQ	7	pequeños
4	4	0.033892370760440826	14421	8	12	negros	AQ	6	rápidos
5	5	0.02848145179450512	19900	8	12	negros	AQ	5	caros
6	6	0.01860167272388935	11860	8	12	negros	AQ	4	modernos
7	7	0.018001819029450417	21493	8	12	negros	AQ	3	tranquilos
8	8	0.017482904717326164	33502	8	12	negros	VMP	2	valorados
9	9	0.0163875762373209	5839	8	12	negros	AQ	1	chicos
0	0	0.09580951929092407	10578	9	12	negros	AQ	10	baratos
1	1	0.06289684772491455	1605	9	12	negros	AQ	9	grandes
2	2	0.04511423408985138	19900	9	12	negros	AQ	8	caros
3	3	0.04182722792029381	14421	9	12	negros	AQ	7	rápidos
4	4	0.03462856635451317	8111	9	12	negros	AQ	6	pobres
5	5	0.028802482411265373	12113	9	12	negros	AQ	5	cercanos
6	6	0.02108348160982132	13801	9	12	negros	AQ	4	completos
7	7	0.020863305777311325	33502	9	12	negros	VMP	3	valorados
8	8	0.019831407815217972	23434	9	12	negros	AQ	2	curiosos
9	9	0.018022963777184486	11776	9	12	negros	AQ	1	inteligentes
0	0	0.09501229226589203	12113	10	12	negros	AQ	10	cercanos
1	1	0.035330966114997864	10578	10	12	negros	AQ	9	baratos
2	2	0.029735038056969643	23434	10	12	negros	AQ	8	curiosos
3	3	0.029484989121556282	1605	10	12	negros	AQ	7	grandes
4	4	0.027776140719652176	21493	10	12	negros	AQ	6	tranquilos
5	5	0.024396684020757675	14421	10	12	negros	AQ	5	rápidos
6	6	0.023350518196821213	3452	10	12	negros	AQ	4	pequeños
7	7	0.021522628143429756	16699	10	12	negros	AQ	3	atentos
8	8	0.020967092365026474	10514	10	12	negros	AQ	2	viajeros
9	9	0.016884736716747284	19900	10	12	negros	AQ	1	caros
0	0	0.10601821541786194	4174	11	12	negros	AQ	10	buenos
1	1	0.04556000605225563	10578	11	12	negros	AQ	9	baratos
2	2	0.04520321264863014	1605	11	12	negros	AQ	8	grandes
3	3	0.02349580079317093	10785	11	12	negros	AQ	7	simples
4	4	0.021316880360245705	14421	11	12	negros	AQ	6	rápidos
5	5	0.020113609731197357	9564	11	12	negros	AQ	5	útiles
6	6	0.016958918422460556	22049	11	12	negros	AQ	4	amables
7	7	0.016613401472568512	6390	11	12	negros	AQ	3	altos
8	8	0.016576780006289482	11776	11	12	negros	AQ	2	inteligentes
9	9	0.016496319323778152	24703	11	12	negros	AQ	1	limpios
0	0	0.07702618092298508	3657	12	12	negros	PI	10	pocos
1	1	0.030612990260124207	32458	12	12	negros	AQ	9	tontos
2	2	0.03028266690671444	16828	12	12	negros	AQ	8	extraños
3	3	0.025663508102297783	20242	12	12	negros	NC	7	ladrones
4	4	0.024047989398241043	40351	12	12	negros	NC	6	genios
5	5	0.02070300281047821	2578	12	12	negros	AQ	5	profesionales
6	6	0.018595539033412933	1662	12	12	negros	NC	4	niños
7	7	0.018184706568717957	41482	12	12	negros	AQ	3	ignorantes
8	8	0.015262962318956852	13516	12	12	negros	NC	2	señores
9	9	0.015003335662186146	8558	12	12	negros	NC	1	maestros
0	0	0.14103135466575623	10805	0	12	blancos	NC	10	blancos
1	1	0.04880280792713165	2323	0	12	blancos	NC	9	hombres
2	2	0.047141339629888535	1568	0	12	blancos	NC	8	mujeres
3	3	0.039702631533145905	10423	0	12	blancos	AQ	7	negros
4	4	0.03408609703183174	14155	0	12	blancos	AQ	6	azules
5	5	0.020796867087483406	726	0	12	blancos	PI	5	todos
6	6	0.01725190132856369	12320	0	12	blancos	AQ	4	blancas
7	7	0.011120100505650043	1662	0	12	blancos	AQ	3	niños
8	8	0.010487563908100128	3600	0	12	blancos	AQ	2	blanco
9	9	0.008396342396736145	23317	0	12	blancos	AQ	1	grises
0	0	0.07318701595067978	21996	1	12	blancos	NC	10	jovenes
1	1	0.042202599346637726	726	1	12	blancos	PI	9	todos
2	2	0.02751673199236393	10805	1	12	blancos	AQ	8	blancos
3	3	0.016364388167858124	413	1	12	blancos	Z	7	2
4	4	0.01474761962890625	622	1	12	blancos	PI	6	todo
5	5	0.014341099187731743	893	1	12	blancos	NC	5	personas
6	6	0.013019358739256859	1568	1	12	blancos	NC	4	mujeres
7	7	0.010102707892656326	2342	1	12	blancos	NC	3	amigos
8	8	0.00904928706586361	625	1	12	blancos	Z	2	3
9	9	0.008973395451903343	1662	1	12	blancos	AQ	1	niños
0	0	0.09302859753370285	2578	2	12	blancos	AQ	10	profesionales
1	1	0.030686762183904648	2342	2	12	blancos	NC	9	amigos
2	2	0.030425867065787315	10785	2	12	blancos	AQ	8	simples
3	3	0.029254663735628128	4174	2	12	blancos	AQ	7	buenos
4	4	0.028527095913887024	18	2	12	blancos	Fp	6	.
5	5	0.021267535164952278	4658	2	12	blancos	NC	5	vecinos
6	6	0.020593101158738136	3657	2	12	blancos	PI	4	pocos
7	7	0.019466817378997803	1291	2	12	blancos	Fp	3	.
8	8	0.016721457242965698	2265	2	12	blancos	Fs	2	....
9	9	0.015515238046646118	3994	2	12	blancos	NC	1	animales
0	0	0.03313489258289337	22049	3	12	blancos	AQ	10	amables
1	1	0.030664674937725067	8111	3	12	blancos	AQ	9	pobres
2	2	0.02758832648396492	45247	3	12	blancos	AQ	8	educados
3	3	0.02381165139377117	4174	3	12	blancos	AQ	7	buenos
4	4	0.02193351835012436	10785	3	12	blancos	AQ	6	simples
5	5	0.019311271607875824	49143	3	12	blancos	AQ	5	simpáticos
6	6	0.018860328942537308	9003	3	12	blancos	AQ	4	excelentes
7	7	0.015979068353772163	1233	3	12	blancos	DI	3	unos
8	8	0.011893471702933311	1605	3	12	blancos	AQ	2	grandes
9	9	0.011680752038955688	3657	3	12	blancos	PI	1	pocos
0	0	0.03278999775648117	8111	4	12	blancos	AQ	10	pobres
1	1	0.024141492322087288	22049	4	12	blancos	AQ	9	amables
2	2	0.023828014731407166	10785	4	12	blancos	AQ	8	simples
3	3	0.018100328743457794	24703	4	12	blancos	AQ	7	limpios
4	4	0.0164069551974535	28058	4	12	blancos	AQ	6	humildes
5	5	0.015612821094691753	10805	4	12	blancos	AQ	5	blancos
6	6	0.014885331504046917	1233	4	12	blancos	PI	4	unos
7	7	0.014254040084779263	3657	4	12	blancos	PI	3	pocos
8	8	0.013546749018132687	1605	4	12	blancos	AQ	2	grandes
9	9	0.013283920474350452	726	4	12	blancos	PI	1	todos
0	0	0.04699334874749184	49143	5	12	blancos	AQ	10	simpáticos
1	1	0.042576998472213745	1233	5	12	blancos	DI	9	unos
2	2	0.019910117611289024	3657	5	12	blancos	PI	8	pocos
3	3	0.01815376803278923	8111	5	12	blancos	AQ	7	pobres
4	4	0.0157517921179533	316	5	12	blancos	DA	6	los
5	5	0.01563696376979351	4174	5	12	blancos	AQ	5	buenos
6	6	0.01543390192091465	20481	5	12	blancos	AQ	4	geniales
7	7	0.013672545552253723	46304	5	12	blancos	AQ	3	encantadores
8	8	0.013578427955508232	22083	5	12	blancos	AQ	2	auténticos
9	9	0.012716641649603844	353	5	12	blancos	DI	1	una
0	0	0.06545736640691757	10805	6	12	blancos	NC	10	blancos
1	1	0.02177838608622551	1662	6	12	blancos	NC	9	niños
2	2	0.019451120868325233	16828	6	12	blancos	AQ	8	extraños
3	3	0.015665708109736443	8111	6	12	blancos	AQ	7	pobres
4	4	0.012761333957314491	726	6	12	blancos	DI	6	todos
5	5	0.009474162012338638	1568	6	12	blancos	NC	5	mujeres
6	6	0.009422926232218742	18226	6	12	blancos	AQ	4	desconocidos
7	7	0.009052576497197151	10423	6	12	blancos	AQ	3	negros
8	8	0.008445100858807564	1962	6	12	blancos	NC	2	verdad
9	9	0.007473723031580448	2342	6	12	blancos	NC	1	amigos
0	0	0.08937143534421921	1605	7	12	blancos	AQ	10	grandes
1	1	0.06646596640348434	19112	7	12	blancos	AQ	9	vendidos
2	2	0.04933220520615578	10578	7	12	blancos	AQ	8	baratos
3	3	0.04754871875047684	14208	7	12	blancos	AQ	7	calientes
4	4	0.04573260620236397	6571	7	12	blancos	AQ	6	populares
5	5	0.0429617278277874	33502	7	12	blancos	VMP	5	valorados
6	6	0.0396716482937336	13801	7	12	blancos	AQ	4	completos
7	7	0.027999352663755417	6001	7	12	blancos	AQ	3	fuertes
8	8	0.023601418361067772	43564	7	12	blancos	AQ	2	buscados
9	9	0.022675473242998123	14421	7	12	blancos	AQ	1	rápidos
0	0	0.08632812649011612	10578	8	12	blancos	AQ	10	baratos
1	1	0.048565685749053955	12113	8	12	blancos	AQ	9	cercanos
2	2	0.04299568012356758	3452	8	12	blancos	AQ	8	pequeños
3	3	0.04273511469364166	14421	8	12	blancos	AQ	7	rápidos
4	4	0.03482816368341446	1605	8	12	blancos	AQ	6	grandes
5	5	0.031905487179756165	19900	8	12	blancos	AQ	5	caros
6	6	0.021663548424839973	33502	8	12	blancos	VMP	4	valorados
7	7	0.02105722762644291	11860	8	12	blancos	AQ	3	modernos
8	8	0.020760126411914825	21493	8	12	blancos	AQ	2	tranquilos
9	9	0.020389016717672348	23434	8	12	blancos	AQ	1	curiosos
0	0	0.12723709642887115	10578	9	12	blancos	AQ	10	baratos
1	1	0.06904223561286926	14421	9	12	blancos	AQ	9	rápidos
2	2	0.04484804347157478	1605	9	12	blancos	AQ	8	grandes
3	3	0.04428768903017044	33502	9	12	blancos	VMP	7	valorados
4	4	0.04357658699154854	19900	9	12	blancos	AQ	6	caros
5	5	0.034320466220378876	13801	9	12	blancos	AQ	5	completos
6	6	0.029375063255429268	12113	9	12	blancos	AQ	4	cercanos
7	7	0.02910166233778	23434	9	12	blancos	AQ	3	curiosos
8	8	0.02300019934773445	11776	9	12	blancos	AQ	2	inteligentes
9	9	0.022891681641340256	21493	9	12	blancos	AQ	1	tranquilos
0	0	0.059861525893211365	12113	10	12	blancos	AQ	10	cercanos
1	1	0.05633722245693207	23434	10	12	blancos	AQ	9	curiosos
2	2	0.04407157003879547	10578	10	12	blancos	AQ	8	baratos
3	3	0.03720152750611305	21493	10	12	blancos	AQ	7	tranquilos
4	4	0.03641243278980255	19900	10	12	blancos	AQ	6	caros
5	5	0.03493374213576317	1605	10	12	blancos	AQ	5	grandes
6	6	0.02637525461614132	3452	10	12	blancos	AQ	4	pequeños
7	7	0.022596102207899094	19097	10	12	blancos	AQ	3	exigentes
8	8	0.022069592028856277	14421	10	12	blancos	AQ	2	rápidos
9	9	0.018239226192235947	33502	10	12	blancos	VMP	1	valorados
0	0	0.06671608239412308	1605	11	12	blancos	AQ	10	grandes
1	1	0.05052243545651436	4174	11	12	blancos	AQ	9	buenos
2	2	0.03419318050146103	5839	11	12	blancos	AQ	8	chicos
3	3	0.028476685285568237	11776	11	12	blancos	AQ	7	inteligentes
4	4	0.021915649995207787	10785	11	12	blancos	AQ	6	simples
5	5	0.019824307411909103	3452	11	12	blancos	AQ	5	pequeños
6	6	0.018873274326324463	6001	11	12	blancos	AQ	4	fuertes
7	7	0.018033582717180252	3657	11	12	blancos	PI	3	pocos
8	8	0.01764475367963314	24703	11	12	blancos	AQ	2	limpios
9	9	0.014601225964725018	14421	11	12	blancos	AQ	1	rápidos
0	0	0.04009033367037773	2578	12	12	blancos	AQ	10	profesionales
1	1	0.03217455744743347	1662	12	12	blancos	NC	9	niños
2	2	0.028426215052604675	13516	12	12	blancos	NC	8	señores
3	3	0.028237218037247658	40351	12	12	blancos	NC	7	genios
4	4	0.026534508913755417	2342	12	12	blancos	NC	6	amigos
5	5	0.022694608196616173	32458	12	12	blancos	AQ	5	tontos
6	6	0.019784850999712944	3657	12	12	blancos	PI	4	pocos
7	7	0.01797035150229931	8558	12	12	blancos	NC	3	maestros
8	8	0.017308274284005165	5839	12	12	blancos	NC	2	chicos
9	9	0.017286483198404312	16828	12	12	blancos	AQ	1	extraños
0	0	0.035135261714458466	2473	0	12	moros	NC	10	palabras
1	1	0.03507881239056587	1568	0	12	moros	NC	9	mujeres
2	2	0.014038625173270702	726	0	12	moros	PI	8	todos
3	3	0.013064351864159107	21303	0	12	moros	NC	7	verdades
4	4	0.012408235110342503	5424	0	12	moros	NC	6	historias
5	5	0.012224637903273106	2323	0	12	moros	NC	5	hombres
6	6	0.009861349128186703	1962	0	12	moros	NC	4	verdad
7	7	0.008155402727425098	16828	0	12	moros	AQ	3	extraños
8	8	0.00801845919340849	316	0	12	moros	DA	2	los
9	9	0.007190778851509094	14954	0	12	moros	NC	1	gritos
0	0	0.06044818088412285	21996	1	12	moros	NC	10	jovenes
1	1	0.055726148188114166	893	1	12	moros	NC	9	personas
2	2	0.04578416049480438	5839	1	12	moros	AQ	8	chicos
3	3	0.03106529638171196	14994	1	12	moros	AQ	7	hermosos
4	4	0.026903828606009483	1605	1	12	moros	AQ	6	grandes
5	5	0.0217939093708992	1568	1	12	moros	NC	5	mujeres
6	6	0.020191799849271774	2473	1	12	moros	NC	4	palabras
7	7	0.019066231325268745	1662	1	12	moros	AQ	3	niños
8	8	0.017694126814603806	4602	1	12	moros	AQ	2	chicas
9	9	0.015453857369720936	10785	1	12	moros	AQ	1	simples
0	0	0.07788889855146408	3657	2	12	moros	PI	10	pocos
1	1	0.05440649390220642	2578	2	12	moros	AQ	9	profesionales
2	2	0.047688599675893784	4174	2	12	moros	AQ	8	buenos
3	3	0.035261258482933044	10785	2	12	moros	AQ	7	simples
4	4	0.024761244654655457	18	2	12	moros	Fp	6	.
5	5	0.024437690153717995	32087	2	12	moros	NC	5	chavales
6	6	0.024246612563729286	2265	2	12	moros	Fs	4	....
7	7	0.019594110548496246	2342	2	12	moros	NC	3	amigos
8	8	0.01896219700574875	8789	2	12	moros	PI	2	cuantos
9	9	0.01884271577000618	13516	2	12	moros	NC	1	señores
0	0	0.038132231682538986	2473	3	12	moros	NC	10	palabras
1	1	0.019329063594341278	726	3	12	moros	PI	9	todos
2	2	0.01647612452507019	1233	3	12	moros	DI	8	unos
3	3	0.013038075529038906	713	3	12	moros	DN	7	dos
4	4	0.012989475391805172	10630	3	12	moros	AQ	6	caras
5	5	0.012817089445888996	316	3	12	moros	DA	5	los
6	6	0.011080740951001644	10785	3	12	moros	AQ	4	simples
7	7	0.010602974332869053	1605	3	12	moros	AQ	3	grandes
8	8	0.009959632530808449	8111	3	12	moros	AQ	2	pobres
9	9	0.008562983013689518	14954	3	12	moros	NC	1	gritos
0	0	0.03185662254691124	726	4	12	moros	PI	10	todos
1	1	0.023296935483813286	2473	4	12	moros	NC	9	palabras
2	2	0.017181655392050743	893	4	12	moros	NC	8	personas
3	3	0.016334235668182373	713	4	12	moros	PN	7	dos
4	4	0.014780892059206963	1568	4	12	moros	NC	6	mujeres
5	5	0.013037947937846184	316	4	12	moros	DA	5	los
6	6	0.012132149189710617	2323	4	12	moros	NC	4	hombres
7	7	0.011834279634058475	1233	4	12	moros	PI	3	unos
8	8	0.009270532056689262	353	4	12	moros	DI	2	una
9	9	0.00913729052990675	1236	4	12	moros	PP	1	ellos
0	0	0.03761416673660278	1233	5	12	moros	DI	10	unos
1	1	0.02827172353863716	316	5	12	moros	DA	9	los
2	2	0.020471462979912758	726	5	12	moros	PI	8	todos
3	3	0.02008979767560959	2864	5	12	moros	RG	7	realmente
4	4	0.020027874037623405	10785	5	12	moros	AQ	6	simples
5	5	0.01827123947441578	893	5	12	moros	NC	5	personas
6	6	0.016246018931269646	1605	5	12	moros	AQ	4	grandes
7	7	0.012697149068117142	3677	5	12	moros	RG	3	simplemente
8	8	0.010908132418990135	17395	5	12	moros	AQ	2	perfectos
9	9	0.010824225842952728	2473	5	12	moros	NC	1	palabras
0	0	0.02062404341995716	726	6	12	moros	DI	10	todos
1	1	0.01618254743516445	316	6	12	moros	DA	9	los
2	2	0.013038967736065388	2323	6	12	moros	NC	8	hombres
3	3	0.012157514691352844	1568	6	12	moros	NC	7	mujeres
4	4	0.011534205637872219	302	6	12	moros	DI	6	un
5	5	0.010542362928390503	14954	6	12	moros	NC	5	gritos
6	6	0.01005450077354908	2473	6	12	moros	NC	4	palabras
7	7	0.009318036958575249	353	6	12	moros	DI	3	una
8	8	0.006130112800747156	481	6	12	moros	DP	2	sus
9	9	0.005830769892781973	622	6	12	moros	PI	1	todo
0	0	0.19404368102550507	1605	7	12	moros	AQ	10	grandes
1	1	0.09213756769895554	6001	7	12	moros	AQ	9	fuertes
2	2	0.0523948147892952	14421	7	12	moros	AQ	8	rápidos
3	3	0.023256734013557434	3452	7	12	moros	AQ	7	pequeños
4	4	0.021642956882715225	10578	7	12	moros	AQ	6	baratos
5	5	0.02137657254934311	2792	7	12	moros	AQ	5	jóvenes
6	6	0.020726554095745087	16828	7	12	moros	AQ	4	extraños
7	7	0.01963348500430584	6390	7	12	moros	AQ	3	altos
8	8	0.0193327646702528	6571	7	12	moros	AQ	2	populares
9	9	0.01791972666978836	17050	7	12	moros	AQ	1	peligrosos
0	0	0.1114121824502945	23434	8	12	moros	AQ	10	curiosos
1	1	0.05643569678068161	14421	8	12	moros	AQ	9	rápidos
2	2	0.05612717568874359	35084	8	12	moros	AQ	8	lentos
3	3	0.04359964653849602	8111	8	12	moros	AQ	7	pobres
4	4	0.04282458499073982	16828	8	12	moros	AQ	6	extraños
5	5	0.033661969006061554	21493	8	12	moros	AQ	5	tranquilos
6	6	0.02441193349659443	10578	8	12	moros	AQ	4	baratos
7	7	0.021906748414039612	3452	8	12	moros	AQ	3	pequeños
8	8	0.017718492075800896	1605	8	12	moros	AQ	2	grandes
9	9	0.017673499882221222	12113	8	12	moros	AQ	1	cercanos
0	0	0.09769824147224426	14421	9	12	moros	AQ	10	rápidos
1	1	0.0665554478764534	23434	9	12	moros	AQ	9	curiosos
2	2	0.05494870990514755	35084	9	12	moros	AQ	8	lentos
3	3	0.03853157162666321	21493	9	12	moros	AQ	7	tranquilos
4	4	0.02447294071316719	10578	9	12	moros	AQ	6	baratos
5	5	0.024323655292391777	19900	9	12	moros	AQ	5	caros
6	6	0.023340756073594093	8111	9	12	moros	AQ	4	pobres
7	7	0.022919578477740288	1605	9	12	moros	AQ	3	grandes
8	8	0.016110949218273163	12113	9	12	moros	AQ	2	cercanos
9	9	0.014802903868258	16828	9	12	moros	AQ	1	extraños
0	0	0.11968884617090225	23434	10	12	moros	AQ	10	curiosos
1	1	0.0497836098074913	8111	10	12	moros	AQ	9	pobres
2	2	0.035903673619031906	35084	10	12	moros	AQ	8	lentos
3	3	0.031235268339514732	12113	10	12	moros	AQ	7	cercanos
4	4	0.02953699231147766	19900	10	12	moros	AQ	6	caros
5	5	0.02611689269542694	14421	10	12	moros	AQ	5	rápidos
6	6	0.02380756475031376	21493	10	12	moros	AQ	4	tranquilos
7	7	0.02180856093764305	16828	10	12	moros	AQ	3	extraños
8	8	0.02173597179353237	1605	10	12	moros	AQ	2	grandes
9	9	0.02001153491437435	10578	10	12	moros	AQ	1	baratos
0	0	0.0619099996984005	1072	11	12	moros	RG	10	poco
1	1	0.06131448969244957	10785	11	12	moros	AQ	9	simples
2	2	0.032939158380031586	8111	11	12	moros	AQ	8	pobres
3	3	0.027423705905675888	3657	11	12	moros	PI	7	pocos
4	4	0.027068769559264183	763	11	12	moros	RG	6	bien
5	5	0.025215666741132736	4174	11	12	moros	AQ	5	buenos
6	6	0.021777911111712456	3452	11	12	moros	AQ	4	pequeños
7	7	0.02073035202920437	1605	11	12	moros	AQ	3	grandes
8	8	0.017566360533237457	532	11	12	moros	CC	2	pero
9	9	0.012784590013325214	21685	11	12	moros	AQ	1	rapido
0	0	0.06948333978652954	2578	12	12	moros	AQ	10	profesionales
1	1	0.037227947264909744	43026	12	12	moros	NC	9	vehiculos
2	2	0.02789260447025299	4174	12	12	moros	AQ	8	buenos
3	3	0.024108553305268288	1167	12	12	moros	Z	7	10
4	4	0.022842025384306908	2342	12	12	moros	NC	6	amigos
5	5	0.02242005616426468	1605	12	12	moros	AQ	5	grandes
6	6	0.019263384863734245	3657	12	12	moros	PI	4	pocos
7	7	0.013651386834681034	5839	12	12	moros	NC	3	chicos
8	8	0.01243396196514368	1092	12	12	moros	NC	2	super
9	9	0.011549288406968117	18	12	12	moros	Fp	1	.
0	0	0.019977353513240814	726	0	12	indios	PI	10	todos
1	1	0.0198845025151968	413	0	12	indios	Z	9	2
2	2	0.015640363097190857	316	0	12	indios	DA	8	los
3	3	0.015275709331035614	263	0	12	indios	SP	7	de
4	4	0.01511896587908268	404	0	12	indios	Z	6	1
5	5	0.014140655286610126	16828	0	12	indios	AQ	5	extraños
6	6	0.01249800343066454	1662	0	12	indios	NC	4	niños
7	7	0.012357947416603565	625	0	12	indios	Z	3	3
8	8	0.011633538641035557	18	0	12	indios	Fp	2	.
9	9	0.011426513083279133	14994	0	12	indios	AQ	1	hermosos
0	0	0.11772286146879196	14994	1	12	indios	AQ	10	hermosos
1	1	0.02521970495581627	726	1	12	indios	PI	9	todos
2	2	0.0192840788513422	31839	1	12	indios	AQ	8	asiáticos
3	3	0.015576264820992947	1233	1	12	indios	DI	7	unos
4	4	0.015385081060230732	316	1	12	indios	DA	6	los
5	5	0.013706473633646965	19243	1	12	indios	NC	5	indios
6	6	0.01306899543851614	1662	1	12	indios	NC	4	niños
7	7	0.012516704387962818	8111	1	12	indios	AQ	3	pobres
8	8	0.011440245434641838	26691	1	12	indios	AQ	2	raros
9	9	0.011430986225605011	4174	1	12	indios	AQ	1	buenos
0	0	0.04944849759340286	2578	2	12	indios	AQ	10	profesionales
1	1	0.040857523679733276	10785	2	12	indios	AQ	9	simples
2	2	0.03189254179596901	3657	2	12	indios	PI	8	pocos
3	3	0.022701242938637733	32087	2	12	indios	NC	7	chavales
4	4	0.021602695807814598	4174	2	12	indios	AQ	6	buenos
5	5	0.019992893561720848	2342	2	12	indios	NC	5	amigos
6	6	0.019679872319102287	1662	2	12	indios	NC	4	niños
7	7	0.019335633143782616	4658	2	12	indios	NC	3	vecinos
8	8	0.019118113443255424	18	2	12	indios	Fp	2	.
9	9	0.0164974182844162	3994	2	12	indios	NC	1	animales
0	0	0.03058203123509884	1233	3	12	indios	DI	10	unos
1	1	0.029896285384893417	4174	3	12	indios	AQ	9	buenos
2	2	0.023818014189600945	10785	3	12	indios	AQ	8	simples
3	3	0.0212936382740736	45247	3	12	indios	AQ	7	educados
4	4	0.020652756094932556	14994	3	12	indios	AQ	6	hermosos
