	index	score	token	sentence	model	dimension	pos_tag	rsv	word
4	4	0.017165832221508026	14421	7	9	negros	AQ	6	rápidos
5	5	0.01404623780399561	3975	7	9	negros	AQ	5	rápido
6	6	0.013850301504135132	11165	7	9	negros	AQ	4	famosos
7	7	0.013669581152498722	10578	7	9	negros	AQ	3	baratos
8	8	0.012344209477305412	14208	7	9	negros	AQ	2	calientes
9	9	0.011436959728598595	19112	7	9	negros	AQ	1	vendidos
0	0	0.15676066279411316	1605	8	9	negros	AQ	10	grandes
1	1	0.04792017862200737	6571	8	9	negros	AQ	9	populares
2	2	0.04191335663199425	6001	8	9	negros	AQ	8	fuertes
3	3	0.036171287298202515	2792	8	9	negros	AQ	7	jóvenes
4	4	0.02678283117711544	13853	8	9	negros	AQ	6	duros
5	5	0.019593054428696632	17050	8	9	negros	AQ	5	peligrosos
6	6	0.019573332741856575	16469	8	9	negros	AQ	4	poderosos
7	7	0.017263196408748627	19857	8	9	negros	AQ	3	violentos
8	8	0.01669486053287983	16888	8	9	negros	AQ	2	débiles
9	9	0.01259883027523756	6390	8	9	negros	AQ	1	altos
0	0	0.09721731394529343	8111	9	9	negros	AQ	10	pobres
1	1	0.06377425044775009	1605	9	9	negros	AQ	9	grandes
2	2	0.06373095512390137	19857	9	9	negros	AQ	8	violentos
3	3	0.045511115342378616	6571	9	9	negros	AQ	7	populares
4	4	0.04212704673409462	16888	9	9	negros	AQ	6	débiles
5	5	0.03750067204236984	16100	9	9	negros	AQ	5	vulnerables
6	6	0.02742140181362629	2792	9	9	negros	AQ	4	jóvenes
7	7	0.02244066819548607	9931	9	9	negros	AQ	3	ricos
8	8	0.02236531302332878	10423	9	9	negros	AQ	2	negros
9	9	0.018651150166988373	17050	9	9	negros	AQ	1	peligrosos
0	0	0.11161241680383682	6571	10	9	negros	AQ	10	populares
1	1	0.09786521643400192	1605	10	9	negros	AQ	9	grandes
2	2	0.022103717550635338	17050	10	9	negros	AQ	8	peligrosos
3	3	0.02155839465558529	11165	10	9	negros	AQ	7	famosos
4	4	0.019800137728452682	2792	10	9	negros	AQ	6	jóvenes
5	5	0.018994377925992012	10578	10	9	negros	AQ	5	baratos
6	6	0.017633916810154915	6001	10	9	negros	AQ	4	fuertes
7	7	0.015654312446713448	43564	10	9	negros	AQ	3	buscados
8	8	0.011690295301377773	19097	10	9	negros	AQ	2	exigentes
9	9	0.008759877644479275	2776	10	9	negros	AQ	1	popular
0	0	0.20963963866233826	1460	11	9	negros	AQ	10	diferentes
1	1	0.062395140528678894	6001	11	9	negros	AQ	9	fuertes
2	2	0.04434709623456001	1605	11	9	negros	AQ	8	grandes
3	3	0.015301586128771305	49568	11	9	negros	AQ	7	vibrantes
4	4	0.013135982677340508	26691	11	9	negros	AQ	6	raros
5	5	0.010554978623986244	15190	11	9	negros	AQ	5	brillantes
6	6	0.010390883311629295	2843	11	9	negros	AQ	4	fuerte
7	7	0.010336690582334995	34159	11	9	negros	AQ	3	emocionantes
8	8	0.010282408446073532	6571	11	9	negros	AQ	2	populares
9	9	0.00974550936371088	15228	11	9	negros	AQ	1	suaves
0	0	0.3336481750011444	10423	12	9	negros	NC	10	negros
1	1	0.022888513281941414	8111	12	9	negros	AQ	9	pobres
2	2	0.02068861946463585	2323	12	9	negros	NC	8	hombres
3	3	0.019068431109189987	21125	12	9	negros	NC	7	asesinos
4	4	0.018592866137623787	1662	12	9	negros	NC	6	niños
5	5	0.018205100670456886	10805	12	9	negros	AQ	5	blancos
6	6	0.01385410875082016	1568	12	9	negros	NC	4	mujeres
7	7	0.01166582852602005	19243	12	9	negros	NC	3	indios
8	8	0.01038419734686613	49146	12	9	negros	AQ	2	miserables
9	9	0.00909519661217928	18572	12	9	negros	NC	1	esclavos
0	0	0.09182839840650558	10423	0	9	blancos	AQ	10	negros
1	1	0.03630209341645241	1460	0	9	blancos	AQ	9	diferentes
2	2	0.030453529208898544	3641	0	9	blancos	AQ	8	negro
3	3	0.02468060702085495	1568	0	9	blancos	NC	7	mujeres
4	4	0.016445312649011612	10805	0	9	blancos	NC	6	blancos
5	5	0.01419544406235218	44619	0	9	blancos	AQ	5	brutales
6	6	0.01229875348508358	12695	0	9	blancos	AQ	4	negras
7	7	0.011864278465509415	37722	0	9	blancos	AQ	3	racistas
8	8	0.011797957122325897	419	0	9	blancos	RG	2	más
9	9	0.010531214997172356	19857	0	9	blancos	AQ	1	violentos
0	0	0.17013458907604218	10423	1	9	blancos	AQ	10	negros
1	1	0.07643049210309982	21996	1	9	blancos	NC	9	jovenes
2	2	0.033047646284103394	1568	1	9	blancos	NC	8	mujeres
3	3	0.02694789133965969	10805	1	9	blancos	AQ	7	blancos
4	4	0.012094559147953987	7382	1	9	blancos	AQ	6	adolescentes
5	5	0.01200681459158659	3641	1	9	blancos	AQ	5	negro
6	6	0.011661011725664139	12695	1	9	blancos	AQ	4	negras
7	7	0.01018720492720604	37722	1	9	blancos	AQ	3	racistas
8	8	0.009939230047166348	28684	1	9	blancos	AQ	2	feministas
9	9	0.00898272916674614	3280	1	9	blancos	AQ	1	estudiantes
0	0	0.09951499849557877	1662	2	9	blancos	NC	10	niños
1	1	0.06257195770740509	3726	2	9	blancos	NC	9	tipos
2	2	0.0391029417514801	2792	2	9	blancos	NC	8	jóvenes
3	3	0.036191776394844055	10423	2	9	blancos	AQ	7	negros
4	4	0.029342694208025932	2323	2	9	blancos	NC	6	hombres
5	5	0.023150300607085228	21996	2	9	blancos	NC	5	jovenes
6	6	0.022794649004936218	7382	2	9	blancos	NC	4	adolescentes
7	7	0.02024548128247261	5839	2	9	blancos	NC	3	chicos
8	8	0.018973326310515404	13516	2	9	blancos	NC	2	señores
9	9	0.014955784194171429	21125	2	9	blancos	NC	1	asesinos
0	0	0.23283463716506958	10423	3	9	blancos	AQ	10	negros
1	1	0.07269410789012909	1568	3	9	blancos	NC	9	mujeres
2	2	0.05573735386133194	37722	3	9	blancos	AQ	8	racistas
3	3	0.04278812184929848	3641	3	9	blancos	AQ	7	negro
4	4	0.03421730920672417	10805	3	9	blancos	AQ	6	blancos
5	5	0.03005030006170273	28684	3	9	blancos	AQ	5	feministas
6	6	0.02532041259109974	12695	3	9	blancos	AQ	4	negras
7	7	0.00948555301874876	2323	3	9	blancos	NC	3	hombres
8	8	0.00840144231915474	24062	3	9	blancos	NC	2	racismo
9	9	0.008153089322149754	19375	3	9	blancos	AQ	1	latinos
0	0	0.22341157495975494	10423	4	9	blancos	AQ	10	negros
1	1	0.053517524152994156	1568	4	9	blancos	NC	9	mujeres
2	2	0.04637929052114487	10805	4	9	blancos	AQ	8	blancos
3	3	0.04162852466106415	37722	4	9	blancos	AQ	7	racistas
4	4	0.03063187003135681	28684	4	9	blancos	AQ	6	feministas
5	5	0.01580626703798771	12695	4	9	blancos	AQ	5	negras
6	6	0.013771465048193932	3641	4	9	blancos	AQ	4	negro
7	7	0.011236319318413734	1460	4	9	blancos	AQ	3	diferentes
8	8	0.009650638327002525	31839	4	9	blancos	AQ	2	asiáticos
9	9	0.009601350873708725	8111	4	9	blancos	AQ	1	pobres
0	0	0.06392721831798553	10423	5	9	blancos	AQ	10	negros
1	1	0.03601737320423126	1568	5	9	blancos	NC	9	mujeres
2	2	0.02815939299762249	31839	5	9	blancos	AQ	8	asiáticos
3	3	0.016154425218701363	14886	5	9	blancos	AQ	7	chinos
4	4	0.010341237299144268	893	5	9	blancos	NC	6	personas
5	5	0.01019291952252388	19375	5	9	blancos	AQ	5	latinos
6	6	0.009895543567836285	37722	5	9	blancos	AQ	4	racistas
7	7	0.009214148856699467	3343	5	9	blancos	AQ	3	humanos
8	8	0.009213067591190338	1460	5	9	blancos	AQ	2	diferentes
9	9	0.008580254390835762	2323	5	9	blancos	NC	1	hombres
0	0	0.2554391324520111	10423	6	9	blancos	AQ	10	negros
1	1	0.10113026946783066	10805	6	9	blancos	NC	9	blancos
2	2	0.027941513806581497	1568	6	9	blancos	NC	8	mujeres
3	3	0.018698960542678833	37722	6	9	blancos	AQ	7	racistas
4	4	0.0128534696996212	1460	6	9	blancos	AQ	6	diferentes
5	5	0.010815523564815521	3641	6	9	blancos	AQ	5	negro
6	6	0.010339840315282345	26691	6	9	blancos	AQ	4	raros
7	7	0.009935896843671799	12695	6	9	blancos	AQ	3	negras
8	8	0.008493210189044476	14201	6	9	blancos	AQ	2	rojos
9	9	0.008296070620417595	19375	6	9	blancos	AQ	1	latinos
0	0	0.17574478685855865	1605	7	9	blancos	AQ	10	grandes
1	1	0.07258950918912888	2792	7	9	blancos	AQ	9	jóvenes
2	2	0.044438377022743225	6571	7	9	blancos	AQ	8	populares
3	3	0.0340861901640892	6001	7	9	blancos	AQ	7	fuertes
4	4	0.021417060866951942	14421	7	9	blancos	AQ	6	rápidos
5	5	0.01557996403425932	3452	7	9	blancos	AQ	5	pequeños
6	6	0.015229596756398678	16469	7	9	blancos	AQ	4	poderosos
7	7	0.013273828662931919	20943	7	9	blancos	AQ	3	bellos
8	8	0.012927002273499966	15190	7	9	blancos	AQ	2	brillantes
9	9	0.01236998476088047	8410	7	9	blancos	AQ	1	antiguos
0	0	0.17345711588859558	1605	8	9	blancos	AQ	10	grandes
1	1	0.06226818263530731	6571	8	9	blancos	AQ	9	populares
2	2	0.06185954064130783	6001	8	9	blancos	AQ	8	fuertes
3	3	0.02626311592757702	16469	8	9	blancos	AQ	7	poderosos
4	4	0.025108762085437775	2792	8	9	blancos	AQ	6	jóvenes
5	5	0.022721828892827034	13853	8	9	blancos	AQ	5	duros
6	6	0.015917964279651642	17050	8	9	blancos	AQ	4	peligrosos
7	7	0.014784827828407288	3452	8	9	blancos	AQ	3	pequeños
8	8	0.014024210162460804	16888	8	9	blancos	AQ	2	débiles
9	9	0.013058693148195744	2619	8	9	blancos	AQ	1	grande
0	0	0.08984719961881638	1605	9	9	blancos	AQ	10	grandes
1	1	0.05394779145717621	19857	9	9	blancos	AQ	9	violentos
2	2	0.048228517174720764	6001	9	9	blancos	AQ	8	fuertes
3	3	0.047075241804122925	16469	9	9	blancos	AQ	7	poderosos
4	4	0.04181830585002899	6571	9	9	blancos	AQ	6	populares
5	5	0.03795284777879715	16888	9	9	blancos	AQ	5	débiles
6	6	0.0356200635433197	16100	9	9	blancos	AQ	4	vulnerables
7	7	0.02556799165904522	8111	9	9	blancos	AQ	3	pobres
8	8	0.023720338940620422	2792	9	9	blancos	AQ	2	jóvenes
9	9	0.019156811758875847	17050	9	9	blancos	AQ	1	peligrosos
0	0	0.1302032321691513	1605	10	9	blancos	AQ	10	grandes
1	1	0.08798882365226746	6571	10	9	blancos	AQ	9	populares
2	2	0.047416143119335175	6001	10	9	blancos	AQ	8	fuertes
3	3	0.019200675189495087	11165	10	9	blancos	AQ	7	famosos
4	4	0.017511045560240746	2792	10	9	blancos	AQ	6	jóvenes
5	5	0.015749266371130943	17050	10	9	blancos	AQ	5	peligrosos
6	6	0.012320524081587791	14421	10	9	blancos	AQ	4	rápidos
7	7	0.011327976360917091	8410	10	9	blancos	AQ	3	antiguos
8	8	0.011192798614501953	13853	10	9	blancos	AQ	2	duros
9	9	0.01078815944492817	2619	10	9	blancos	AQ	1	grande
0	0	0.20105968415737152	1460	11	9	blancos	AQ	10	diferentes
1	1	0.1077728345990181	6001	11	9	blancos	AQ	9	fuertes
2	2	0.08626235276460648	1605	11	9	blancos	AQ	8	grandes
3	3	0.029745783656835556	15228	11	9	blancos	AQ	7	suaves
4	4	0.022879034280776978	21247	11	9	blancos	AQ	6	intensos
5	5	0.020112210884690285	26691	11	9	blancos	AQ	5	raros
6	6	0.018928173929452896	49568	11	9	blancos	AQ	4	vibrantes
7	7	0.017941458150744438	31475	11	9	blancos	AQ	3	sutiles
8	8	0.015323005616664886	15190	11	9	blancos	AQ	2	brillantes
9	9	0.01070847176015377	3452	11	9	blancos	AQ	1	pequeños
0	0	0.07091998308897018	10423	12	9	blancos	AQ	10	negros
1	1	0.05575228109955788	10805	12	9	blancos	NC	9	blancos
2	2	0.030618008226156235	1662	12	9	blancos	NC	8	niños
3	3	0.028959698975086212	21125	12	9	blancos	NC	7	asesinos
4	4	0.01702691614627838	2323	12	9	blancos	NC	6	hombres
5	5	0.012430990114808083	19243	12	9	blancos	NC	5	indios
6	6	0.010952162556350231	3726	12	9	blancos	NC	4	tipos
7	7	0.010402530431747437	10277	12	9	blancos	NC	3	soldados
8	8	0.010121234692633152	3657	12	9	blancos	PI	2	pocos
9	9	0.00994307454675436	8111	12	9	blancos	AQ	1	pobres
0	0	0.03764879330992699	1568	0	9	moros	NC	10	mujeres
1	1	0.0173310749232769	1404	0	9	moros	NC	9	millones
2	2	0.016104914247989655	4188	0	9	moros	PN	8	miles
3	3	0.015825487673282623	5696	0	9	moros	NC	7	nombres
4	4	0.015479453839361668	10423	0	9	moros	AQ	6	negros
5	5	0.013616439886391163	17343	0	9	moros	NC	5	asesinatos
6	6	0.013178764842450619	7102	0	9	moros	PN	4	cientos
7	7	0.012848238460719585	16556	0	9	moros	NC	3	mentiras
8	8	0.012361191213130951	419	0	9	moros	RG	2	más
9	9	0.012312812730669975	2473	0	9	moros	NC	1	palabras
0	0	0.12065310776233673	21996	1	9	moros	NC	10	jovenes
1	1	0.07487143576145172	1568	1	9	moros	NC	9	mujeres
2	2	0.019313188269734383	10423	1	9	moros	AQ	8	negros
3	3	0.018726374953985214	893	1	9	moros	NC	7	personas
4	4	0.014555784873664379	2323	1	9	moros	NC	6	hombres
5	5	0.01332383044064045	7382	1	9	moros	AQ	5	adolescentes
6	6	0.01152772456407547	952	1	9	moros	CC	4	mas
7	7	0.008334167301654816	2792	1	9	moros	AQ	3	jóvenes
8	8	0.006824979558587074	20138	1	9	moros	AQ	2	homosexuales
9	9	0.006293593905866146	10240	1	9	moros	AQ	1	cristianos
0	0	0.05937196686863899	21996	2	9	moros	NC	10	jovenes
1	1	0.04528931900858879	3726	2	9	moros	NC	9	tipos
2	2	0.0398104190826416	1662	2	9	moros	NC	8	niños
3	3	0.037878695875406265	2323	2	9	moros	NC	7	hombres
4	4	0.029446188360452652	7382	2	9	moros	NC	6	adolescentes
5	5	0.02537989243865013	13516	2	9	moros	NC	5	señores
6	6	0.020302481949329376	2792	2	9	moros	NC	4	jóvenes
7	7	0.020194919779896736	5839	2	9	moros	NC	3	chicos
8	8	0.019043317064642906	5597	2	9	moros	NC	2	hermanos
9	9	0.015621774829924107	21125	2	9	moros	NC	1	asesinos
0	0	0.08643654733896255	1568	3	9	moros	NC	10	mujeres
1	1	0.05938493460416794	10423	3	9	moros	AQ	9	negros
2	2	0.018784139305353165	2323	3	9	moros	NC	8	hombres
3	3	0.018684694543480873	893	3	9	moros	NC	7	personas
4	4	0.018200796097517014	37722	3	9	moros	AQ	6	racistas
5	5	0.012203969992697239	28684	3	9	moros	AQ	5	feministas
6	6	0.00988285057246685	10240	3	9	moros	AQ	4	cristianos
7	7	0.008563831448554993	21125	3	9	moros	AQ	3	asesinos
8	8	0.008109193295240402	12695	3	9	moros	AQ	2	negras
9	9	0.007639180403202772	19375	3	9	moros	AQ	1	latinos
0	0	0.04830246418714523	893	4	9	moros	NC	10	personas
1	1	0.04806961864233017	10423	4	9	moros	AQ	9	negros
2	2	0.03684479743242264	4138	4	9	moros	NC	8	ciudadanos
3	3	0.027545835822820663	1568	4	9	moros	NC	7	mujeres
4	4	0.0188200231641531	8111	4	9	moros	AQ	6	pobres
5	5	0.011194393038749695	726	4	9	moros	PI	5	todos
6	6	0.008942951448261738	37722	4	9	moros	AQ	4	racistas
7	7	0.008885466493666172	7997	4	9	moros	NC	3	periodistas
8	8	0.008279125206172466	419	4	9	moros	RG	2	más
9	9	0.00827648863196373	18973	4	9	moros	AQ	1	manifestantes
0	0	0.03443533927202225	1568	5	9	moros	NC	10	mujeres
1	1	0.02828208915889263	10423	5	9	moros	AQ	9	negros
2	2	0.021050062030553818	893	5	9	moros	NC	8	personas
3	3	0.008763246238231659	2323	5	9	moros	NC	7	hombres
4	4	0.006146858911961317	20242	5	9	moros	NC	6	ladrones
5	5	0.005602383520454168	1022	5	9	moros	PD	5	eso
6	6	0.004906653892248869	17871	5	9	moros	AQ	4	santos
7	7	0.004838944878429174	3343	5	9	moros	AQ	3	humanos
8	8	0.004810677375644445	1460	5	9	moros	AQ	2	diferentes
9	9	0.0047915223985910416	10240	5	9	moros	AQ	1	cristianos
0	0	0.07755054533481598	10423	6	9	moros	AQ	10	negros
1	1	0.07739627361297607	1568	6	9	moros	NC	9	mujeres
2	2	0.028088873252272606	21125	6	9	moros	AQ	8	asesinos
3	3	0.02375737763941288	2323	6	9	moros	NC	7	hombres
4	4	0.020823197439312935	10240	6	9	moros	AQ	6	cristianos
5	5	0.015570323914289474	3343	6	9	moros	AQ	5	humanos
6	6	0.014876320026814938	18332	6	9	moros	AQ	4	musulmanes
7	7	0.013248457573354244	19243	6	9	moros	AQ	3	indios
8	8	0.011840274557471275	7027	6	9	moros	AQ	2	muertos
9	9	0.011407963000237942	37722	6	9	moros	AQ	1	racistas
0	0	0.15408006310462952	1605	7	9	moros	AQ	10	grandes
1	1	0.0512445792555809	2792	7	9	moros	AQ	9	jóvenes
2	2	0.047498736530542374	6571	7	9	moros	AQ	8	populares
3	3	0.031728729605674744	6001	7	9	moros	AQ	7	fuertes
4	4	0.020726650953292847	6390	7	9	moros	AQ	6	altos
5	5	0.018807902932167053	2619	7	9	moros	AQ	5	grande
6	6	0.01703573949635029	3452	7	9	moros	AQ	4	pequeños
7	7	0.011353920213878155	16469	7	9	moros	AQ	3	poderosos
8	8	0.011246873997151852	14208	7	9	moros	AQ	2	calientes
9	9	0.01101483404636383	3975	7	9	moros	AQ	1	rápido
0	0	0.1907406598329544	1605	8	9	moros	AQ	10	grandes
1	1	0.07925884425640106	6001	8	9	moros	AQ	9	fuertes
2	2	0.0669579952955246	6390	8	9	moros	AQ	8	altos
3	3	0.03562140092253685	3452	8	9	moros	AQ	7	pequeños
4	4	0.027614746242761612	16469	8	9	moros	AQ	6	poderosos
5	5	0.02738714963197708	17050	8	9	moros	AQ	5	peligrosos
6	6	0.022446243092417717	6571	8	9	moros	AQ	4	populares
7	7	0.01842537708580494	13853	8	9	moros	AQ	3	duros
8	8	0.018168769776821136	2792	8	9	moros	AQ	2	jóvenes
9	9	0.01579642854630947	26691	8	9	moros	AQ	1	raros
0	0	0.09952716529369354	1605	9	9	moros	AQ	10	grandes
1	1	0.058668751269578934	19857	9	9	moros	AQ	9	violentos
2	2	0.05087472125887871	6001	9	9	moros	AQ	8	fuertes
3	3	0.037330374121665955	6571	9	9	moros	AQ	7	populares
4	4	0.03631496801972389	17050	9	9	moros	AQ	6	peligrosos
5	5	0.03405147045850754	16469	9	9	moros	AQ	5	poderosos
6	6	0.03243730962276459	16100	9	9	moros	AQ	4	vulnerables
7	7	0.02842877432703972	6390	9	9	moros	AQ	3	altos
8	8	0.024002408608794212	3452	9	9	moros	AQ	2	pequeños
9	9	0.022999586537480354	8111	9	9	moros	AQ	1	pobres
0	0	0.1258651614189148	1605	10	9	moros	AQ	10	grandes
1	1	0.08076515793800354	43564	10	9	moros	AQ	9	buscados
2	2	0.03435935080051422	17050	10	9	moros	AQ	8	peligrosos
3	3	0.033593740314245224	6571	10	9	moros	AQ	7	populares
4	4	0.021713076159358025	11165	10	9	moros	AQ	6	famosos
5	5	0.021697426214814186	6001	10	9	moros	AQ	5	fuertes
6	6	0.02000161074101925	20943	10	9	moros	AQ	4	bellos
7	7	0.018613722175359726	2792	10	9	moros	AQ	3	jóvenes
8	8	0.015664895996451378	6390	10	9	moros	AQ	2	altos
9	9	0.015535018406808376	3452	10	9	moros	AQ	1	pequeños
0	0	0.1464102864265442	1460	11	9	moros	AQ	10	diferentes
1	1	0.06705491989850998	6001	11	9	moros	AQ	9	fuertes
2	2	0.041714634746313095	1568	11	9	moros	NC	8	mujeres
3	3	0.02420489303767681	1605	11	9	moros	AQ	7	grandes
4	4	0.02114252932369709	6571	11	9	moros	AQ	6	populares
5	5	0.014150683768093586	26691	11	9	moros	AQ	5	raros
6	6	0.012098817154765129	6245	11	9	moros	AQ	4	similares
7	7	0.01136836688965559	18	11	9	moros	Fp	3	.
8	8	0.010090013965964317	2323	11	9	moros	NC	2	hombres
9	9	0.009689036756753922	2843	11	9	moros	AQ	1	fuerte
0	0	0.04384089633822441	21125	12	9	moros	NC	10	asesinos
1	1	0.03470072150230408	3994	12	9	moros	NC	9	animales
2	2	0.03184660151600838	19243	12	9	moros	NC	8	indios
3	3	0.02746446058154106	2323	12	9	moros	NC	7	hombres
4	4	0.017258843407034874	10240	12	9	moros	NC	6	cristianos
5	5	0.013892690651118755	3343	12	9	moros	AQ	5	humanos
6	6	0.013564306311309338	15985	12	9	moros	AQ	4	criminales
7	7	0.01338743232190609	13516	12	9	moros	NC	3	señores
8	8	0.011684323661029339	19636	12	9	moros	NC	2	caballeros
9	9	0.011654132045805454	29782	12	9	moros	NC	1	cerdos
0	0	0.08931760489940643	31839	0	9	indios	AQ	10	asiáticos
1	1	0.07069897651672363	19243	0	9	indios	NC	9	indios
2	2	0.047232456505298615	10423	0	9	indios	AQ	8	negros
3	3	0.02787483111023903	11271	0	9	indios	AQ	7	gigantes
4	4	0.016659637913107872	26119	0	9	indios	AQ	6	africanos
5	5	0.01662169210612774	14886	0	9	indios	AQ	5	chinos
6	6	0.015150556340813637	11162	0	9	indios	AQ	4	enormes
7	7	0.01295974850654602	3343	0	9	indios	AQ	3	humanos
8	8	0.010548758320510387	1568	0	9	indios	NC	2	mujeres
9	9	0.01054480578750372	1605	0	9	indios	AQ	1	grandes
0	0	0.10037755966186523	21996	1	9	indios	NC	10	jovenes
1	1	0.055420275777578354	1568	1	9	indios	NC	9	mujeres
2	2	0.02363157644867897	2323	1	9	indios	NC	8	hombres
3	3	0.02171274647116661	10423	1	9	indios	AQ	7	negros
4	4	0.02130507305264473	7382	1	9	indios	AQ	6	adolescentes
5	5	0.020335957407951355	1662	1	9	indios	NC	5	niños
6	6	0.012854945845901966	2792	1	9	indios	AQ	4	jóvenes
7	7	0.010864860378205776	3343	1	9	indios	AQ	3	humanos
8	8	0.008851815946400166	3280	1	9	indios	AQ	2	estudiantes
9	9	0.008715428411960602	893	1	9	indios	NC	1	personas
0	0	0.2750539183616638	1662	2	9	indios	NC	10	niños
1	1	0.06006409227848053	2792	2	9	indios	NC	9	jóvenes
2	2	0.04003795236349106	7382	2	9	indios	NC	8	adolescentes
3	3	0.03491529822349548	5839	2	9	indios	NC	7	chicos
4	4	0.03137210011482239	2323	2	9	indios	NC	6	hombres
5	5	0.026757698506116867	21996	2	9	indios	NC	5	jovenes
6	6	0.02558734081685543	19243	2	9	indios	NC	4	indios
7	7	0.017103349789977074	20373	2	9	indios	NC	3	muchachos
8	8	0.01540218573063612	3726	2	9	indios	NC	2	tipos
9	9	0.01220103818923235	13516	2	9	indios	NC	1	señores
