	index	score	token	sentence	model	dimension	pos_tag	rsv	word
5	5	0.02089782990515232	26014	0	0	británicos	AQ	5	racistas
6	6	0.019449656829237938	974	0	0	británicos	RG	4	así
7	7	0.015295561403036118	10940	0	0	británicos	AQ	3	iguales
8	8	0.014738628640770912	2656	0	0	británicos	AQ	2	españoles
9	9	0.014738242141902447	13012	0	0	británicos	AQ	1	felices
0	0	0.0863751769065857	13012	1	0	británicos	AQ	10	felices
1	1	0.02125551551580429	24579	1	0	británicos	AQ	9	tontos
2	2	0.0195002481341362	10782	1	0	británicos	AQ	8	ricos
3	3	0.017194315791130066	36396	1	0	británicos	AQ	7	gilipollas
4	4	0.014646010473370552	5251	1	0	británicos	AQ	6	buenos
5	5	0.014168938621878624	10940	1	0	británicos	AQ	5	iguales
6	6	0.014059506356716156	48316	1	0	británicos	AQ	4	idiotas
7	7	0.013991865329444408	467	1	0	británicos	RG	3	más
8	8	0.012991922907531261	1361	1	0	británicos	CC	2	mas
9	9	0.012758340686559677	30682	1	0	británicos	AQ	1	optimistas
0	0	0.042305562645196915	40224	2	0	británicos	AQ	10	bienvenidos
1	1	0.03210209682583809	467	2	0	británicos	RG	9	más
2	2	0.02767334133386612	7481	2	0	británicos	NC	8	inmigrantes
3	3	0.025031616911292076	364	2	0	británicos	DA	7	los
4	4	0.023589106276631355	12750	2	0	británicos	AQ	6	ilegales
5	5	0.022530045360326767	2134	2	0	británicos	NC	5	mayoría
6	6	0.021270442754030228	10782	2	0	británicos	AQ	4	ricos
7	7	0.01869836449623108	13012	2	0	británicos	AQ	3	felices
8	8	0.018136145547032356	8349	2	0	británicos	AQ	2	extranjeros
9	9	0.01525902096182108	5251	2	0	británicos	AQ	1	buenos
0	0	0.060887597501277924	467	3	0	británicos	RG	10	más
1	1	0.03975462168455124	364	3	0	británicos	DA	9	los
2	2	0.03663522005081177	13012	3	0	británicos	AQ	8	felices
3	3	0.022424817085266113	14468	3	0	británicos	AQ	7	británicos
4	4	0.02011903189122677	10940	3	0	británicos	AQ	6	iguales
5	5	0.01622381992638111	5683	3	0	británicos	AQ	5	europeos
6	6	0.015047837048768997	40224	3	0	británicos	AQ	4	bienvenidos
7	7	0.013937847688794136	25396	3	0	británicos	AQ	3	esclavos
8	8	0.01334715262055397	8349	3	0	británicos	AQ	2	extranjeros
9	9	0.01269827876240015	2656	3	0	británicos	AQ	1	españoles
0	0	0.13374947011470795	467	4	0	británicos	RG	10	más
1	1	0.05092935264110565	364	4	0	británicos	DA	9	los
2	2	0.032754719257354736	13012	4	0	británicos	AQ	8	felices
3	3	0.022328993305563927	2134	4	0	británicos	NC	7	mayoría
4	4	0.02088434062898159	1111	4	0	británicos	RG	6	menos
5	5	0.019155025482177734	30682	4	0	británicos	AQ	5	optimistas
6	6	0.014789920300245285	8349	4	0	británicos	AQ	4	extranjeros
7	7	0.013781771995127201	10782	4	0	británicos	AQ	3	ricos
8	8	0.011501733213663101	2656	4	0	británicos	AQ	2	españoles
9	9	0.011463586241006851	5251	4	0	británicos	AQ	1	buenos
0	0	0.056256432086229324	5251	0	0	argentinos	AQ	10	buenos
1	1	0.0557258278131485	1938	0	0	argentinos	AQ	9	mejores
2	2	0.045590683817863464	7817	0	0	argentinos	AQ	8	malos
3	3	0.0349276140332222	28172	0	0	argentinos	AQ	7	geniales
4	4	0.02239226922392845	24579	0	0	argentinos	AQ	6	tontos
5	5	0.02112490125000477	28061	0	0	argentinos	AQ	5	maravillosos
6	6	0.018108133226633072	11864	0	0	argentinos	AQ	4	peores
7	7	0.01671632193028927	5767	0	0	argentinos	RG	3	asi
8	8	0.012922490946948528	1733	0	0	argentinos	AQ	2	grandes
9	9	0.011879375204443932	13012	0	0	argentinos	AQ	1	felices
0	0	0.04387807846069336	13012	1	0	argentinos	AQ	10	felices
1	1	0.04019538313150406	5251	1	0	argentinos	AQ	9	buenos
2	2	0.03505925461649895	7817	1	0	argentinos	AQ	8	malos
3	3	0.03290104120969772	5767	1	0	argentinos	RG	7	asi
4	4	0.02997777611017227	24579	1	0	argentinos	AQ	6	tontos
5	5	0.0227662306278944	10782	1	0	argentinos	AQ	5	ricos
6	6	0.022191902622580528	48316	1	0	argentinos	AQ	4	idiotas
7	7	0.021712681278586388	1938	1	0	argentinos	AQ	3	mejores
8	8	0.021276379004120827	28172	1	0	argentinos	AQ	2	geniales
9	9	0.016730235889554024	9859	1	0	argentinos	AQ	1	pobres
0	0	0.03227022662758827	10782	2	0	argentinos	AQ	10	ricos
1	1	0.030650105327367783	5251	2	0	argentinos	AQ	9	buenos
2	2	0.02792166732251644	2656	2	0	argentinos	AQ	8	españoles
3	3	0.026004593819379807	7481	2	0	argentinos	NC	7	inmigrantes
4	4	0.021626923233270645	40224	2	0	argentinos	AQ	6	bienvenidos
5	5	0.01987154595553875	13012	2	0	argentinos	AQ	5	felices
6	6	0.01980246789753437	26014	2	0	argentinos	AQ	4	racistas
7	7	0.01877487450838089	34931	2	0	argentinos	AQ	3	latinos
8	8	0.01782173663377762	9859	2	0	argentinos	AQ	2	pobres
9	9	0.016139114275574684	364	2	0	argentinos	DA	1	los
0	0	0.04261738434433937	10940	3	0	argentinos	AQ	10	iguales
1	1	0.037748970091342926	36396	3	0	argentinos	AQ	9	gilipollas
2	2	0.03407445177435875	13012	3	0	argentinos	AQ	8	felices
3	3	0.025944724678993225	2656	3	0	argentinos	AQ	7	españoles
4	4	0.025675369426608086	24579	3	0	argentinos	AQ	6	tontos
5	5	0.01805887557566166	48316	3	0	argentinos	AQ	5	idiotas
6	6	0.016644876450300217	974	3	0	argentinos	RG	4	así
7	7	0.01635916158556938	9859	3	0	argentinos	AQ	3	pobres
8	8	0.015138865448534489	5251	3	0	argentinos	AQ	2	buenos
9	9	0.014512001536786556	10782	3	0	argentinos	AQ	1	ricos
0	0	0.03917497396469116	13012	4	0	argentinos	AQ	10	felices
1	1	0.030428387224674225	467	4	0	argentinos	RG	9	más
2	2	0.029605599120259285	10782	4	0	argentinos	AQ	8	ricos
3	3	0.0262159276753664	5251	4	0	argentinos	AQ	7	buenos
4	4	0.019696565344929695	2656	4	0	argentinos	AQ	6	españoles
5	5	0.019461635500192642	8349	4	0	argentinos	AQ	5	extranjeros
6	6	0.01922459341585636	364	4	0	argentinos	DA	4	los
7	7	0.018421301618218422	1361	4	0	argentinos	CC	3	mas
8	8	0.013169758021831512	14080	4	0	argentinos	AQ	2	excelentes
9	9	0.011989655904471874	9859	4	0	argentinos	AQ	1	pobres
0	0	0.05165749788284302	5251	0	0	mejicanos	AQ	10	buenos
1	1	0.03906960040330887	1938	0	0	mejicanos	AQ	9	mejores
2	2	0.032233789563179016	28172	0	0	mejicanos	AQ	8	geniales
3	3	0.023584522306919098	7817	0	0	mejicanos	AQ	7	malos
4	4	0.021357066929340363	28061	0	0	mejicanos	AQ	6	maravillosos
5	5	0.018992388620972633	13012	0	0	mejicanos	AQ	5	felices
6	6	0.016452742740511894	24579	0	0	mejicanos	AQ	4	tontos
7	7	0.016037434339523315	10782	0	0	mejicanos	AQ	3	ricos
8	8	0.015356256626546383	1733	0	0	mejicanos	AQ	2	grandes
9	9	0.011696805246174335	2656	0	0	mejicanos	AQ	1	españoles
0	0	0.058444347232580185	13012	1	0	mejicanos	AQ	10	felices
1	1	0.047868017107248306	5251	1	0	mejicanos	AQ	9	buenos
2	2	0.025237930938601494	28172	1	0	mejicanos	AQ	8	geniales
3	3	0.024644138291478157	7817	1	0	mejicanos	AQ	7	malos
4	4	0.02323071099817753	1938	1	0	mejicanos	AQ	6	mejores
5	5	0.022108038887381554	10782	1	0	mejicanos	AQ	5	ricos
6	6	0.019700096920132637	24579	1	0	mejicanos	AQ	4	tontos
7	7	0.01830403506755829	5767	1	0	mejicanos	AQ	3	asi
8	8	0.01443377137184143	28061	1	0	mejicanos	AQ	2	maravillosos
9	9	0.013220363296568394	48316	1	0	mejicanos	AQ	1	idiotas
0	0	0.0362963043153286	40224	2	0	mejicanos	AQ	10	bienvenidos
1	1	0.03370886668562889	10782	2	0	mejicanos	AQ	9	ricos
2	2	0.026026489213109016	13012	2	0	mejicanos	AQ	8	felices
3	3	0.02557354047894478	5251	2	0	mejicanos	AQ	7	buenos
4	4	0.02447929047048092	7481	2	0	mejicanos	NC	6	inmigrantes
5	5	0.02225865237414837	34931	2	0	mejicanos	AQ	5	latinos
6	6	0.021094469353556633	2656	2	0	mejicanos	AQ	4	españoles
7	7	0.018776362761855125	9859	2	0	mejicanos	AQ	3	pobres
8	8	0.018033824861049652	364	2	0	mejicanos	DA	2	los
9	9	0.01516490988433361	26014	2	0	mejicanos	AQ	1	racistas
0	0	0.0454259030520916	13012	3	0	mejicanos	AQ	10	felices
1	1	0.03080100752413273	10940	3	0	mejicanos	AQ	9	iguales
2	2	0.023843489587306976	24579	3	0	mejicanos	AQ	8	tontos
3	3	0.02283971570432186	2656	3	0	mejicanos	AQ	7	españoles
4	4	0.020039523020386696	36396	3	0	mejicanos	AQ	6	gilipollas
5	5	0.016258148476481438	974	3	0	mejicanos	RG	5	así
6	6	0.01563672535121441	5251	3	0	mejicanos	AQ	4	buenos
7	7	0.014231156557798386	48316	3	0	mejicanos	AQ	3	idiotas
8	8	0.013735421001911163	1938	3	0	mejicanos	AQ	2	mejores
9	9	0.013322937302291393	28932	3	0	mejicanos	AQ	1	solidarios
0	0	0.04467444866895676	13012	4	0	mejicanos	AQ	10	felices
1	1	0.024602485820651054	40224	4	0	mejicanos	AQ	9	bienvenidos
2	2	0.021808454766869545	5251	4	0	mejicanos	AQ	8	buenos
3	3	0.021334156394004822	10782	4	0	mejicanos	AQ	7	ricos
4	4	0.019996043294668198	467	4	0	mejicanos	RG	6	más
5	5	0.019810160622000694	2656	4	0	mejicanos	AQ	5	españoles
6	6	0.019026897847652435	8349	4	0	mejicanos	AQ	4	extranjeros
7	7	0.0186610110104084	364	4	0	mejicanos	DA	3	los
8	8	0.017426442354917526	1361	4	0	mejicanos	CC	2	mas
9	9	0.016607755795121193	1581	4	0	mejicanos	PI	1	muchos
0	0	0.056338366121053696	5251	0	0	peruanos	AQ	10	buenos
1	1	0.03352247178554535	7817	0	0	peruanos	AQ	9	malos
2	2	0.03273792937397957	1938	0	0	peruanos	AQ	8	mejores
3	3	0.027143608778715134	28172	0	0	peruanos	AQ	7	geniales
4	4	0.026366470381617546	5767	0	0	peruanos	RG	6	asi
5	5	0.02470695972442627	24579	0	0	peruanos	AQ	5	tontos
6	6	0.020455965772271156	13012	0	0	peruanos	AQ	4	felices
7	7	0.018071802332997322	28061	0	0	peruanos	AQ	3	maravillosos
8	8	0.015892671421170235	10782	0	0	peruanos	AQ	2	ricos
9	9	0.015231957659125328	1733	0	0	peruanos	AQ	1	grandes
0	0	0.05117718502879143	5251	1	0	peruanos	AQ	10	buenos
1	1	0.03906256705522537	13012	1	0	peruanos	AQ	9	felices
2	2	0.03517645224928856	7817	1	0	peruanos	AQ	8	malos
3	3	0.02510504610836506	28172	1	0	peruanos	AQ	7	geniales
4	4	0.02396545745432377	10782	1	0	peruanos	AQ	6	ricos
5	5	0.019789887592196465	5767	1	0	peruanos	RG	5	asi
6	6	0.01972450502216816	1938	1	0	peruanos	AQ	4	mejores
7	7	0.019502703100442886	24579	1	0	peruanos	AQ	3	tontos
8	8	0.018363285809755325	48316	1	0	peruanos	AQ	2	idiotas
9	9	0.016665184870362282	9859	1	0	peruanos	AQ	1	pobres
0	0	0.030138671398162842	10782	2	0	peruanos	AQ	10	ricos
1	1	0.027590438723564148	5251	2	0	peruanos	AQ	9	buenos
2	2	0.025606706738471985	2656	2	0	peruanos	AQ	8	españoles
3	3	0.022258516401052475	40224	2	0	peruanos	AQ	7	bienvenidos
4	4	0.02018309384584427	13012	2	0	peruanos	AQ	6	felices
5	5	0.01883043721318245	7481	2	0	peruanos	NC	5	inmigrantes
6	6	0.018828893080353737	9859	2	0	peruanos	AQ	4	pobres
7	7	0.018388014286756516	12750	2	0	peruanos	AQ	3	ilegales
8	8	0.017201025038957596	364	2	0	peruanos	DA	2	los
9	9	0.016206346452236176	34931	2	0	peruanos	AQ	1	latinos
0	0	0.038959044963121414	10940	3	0	peruanos	AQ	10	iguales
1	1	0.028930485248565674	2656	3	0	peruanos	AQ	9	españoles
2	2	0.024443738162517548	13012	3	0	peruanos	AQ	8	felices
3	3	0.01798212341964245	7789	3	0	peruanos	AQ	7	libres
4	4	0.017923545092344284	8349	3	0	peruanos	AQ	6	extranjeros
5	5	0.016563942655920982	9859	3	0	peruanos	AQ	5	pobres
6	6	0.015135898254811764	24579	3	0	peruanos	AQ	4	tontos
7	7	0.015080605633556843	784	3	0	peruanos	PI	3	todos
8	8	0.01443958654999733	10782	3	0	peruanos	AQ	2	ricos
9	9	0.013817996717989445	5251	3	0	peruanos	AQ	1	buenos
0	0	0.043545253574848175	13012	4	0	peruanos	AQ	10	felices
1	1	0.034290194511413574	10782	4	0	peruanos	AQ	9	ricos
2	2	0.024173390120267868	5251	4	0	peruanos	AQ	8	buenos
3	3	0.021653147414326668	8349	4	0	peruanos	AQ	7	extranjeros
4	4	0.018762564286589622	364	4	0	peruanos	DA	6	los
5	5	0.0167061947286129	1361	4	0	peruanos	CC	5	mas
6	6	0.016058040782809258	2656	4	0	peruanos	AQ	4	españoles
7	7	0.015736401081085205	28172	4	0	peruanos	AQ	3	geniales
8	8	0.014575292356312275	40224	4	0	peruanos	AQ	2	bienvenidos
9	9	0.01441840548068285	28061	4	0	peruanos	AQ	1	maravillosos
0	0	0.04338180273771286	5251	0	0	marroquíes	AQ	10	buenos
1	1	0.02840013988316059	7817	0	0	marroquíes	AQ	9	malos
2	2	0.02500953897833824	24579	0	0	marroquíes	AQ	8	tontos
3	3	0.02371992915868759	36396	0	0	marroquíes	AQ	7	gilipollas
4	4	0.022652436047792435	2656	0	0	marroquíes	AQ	6	españoles
5	5	0.019941236823797226	1938	0	0	marroquíes	AQ	5	mejores
6	6	0.016545407474040985	13012	0	0	marroquíes	AQ	4	felices
7	7	0.014523428864777088	11864	0	0	marroquíes	AQ	3	peores
8	8	0.013953804969787598	26014	0	0	marroquíes	AQ	2	racistas
9	9	0.013041880913078785	28061	0	0	marroquíes	AQ	1	maravillosos
0	0	0.03449532017111778	13012	1	0	marroquíes	AQ	10	felices
1	1	0.03239066153764725	40224	1	0	marroquíes	AQ	9	bienvenidos
2	2	0.026398206129670143	7481	1	0	marroquíes	AQ	8	inmigrantes
3	3	0.022270599380135536	20948	1	0	marroquíes	AQ	7	delincuentes
4	4	0.019199106842279434	5251	1	0	marroquíes	AQ	6	buenos
5	5	0.01869623363018036	2656	1	0	marroquíes	AQ	5	españoles
6	6	0.016300853341817856	8349	1	0	marroquíes	AQ	4	extranjeros
7	7	0.01573176123201847	9859	1	0	marroquíes	AQ	3	pobres
8	8	0.01455129124224186	9739	1	0	marroquíes	AQ	2	terroristas
9	9	0.013906327076256275	12750	1	0	marroquíes	AQ	1	ilegales
0	0	0.10449391603469849	40224	2	0	marroquíes	AQ	10	bienvenidos
1	1	0.09755400568246841	12750	2	0	marroquíes	AQ	9	ilegales
2	2	0.0363033227622509	2134	2	0	marroquíes	NC	8	mayoría
3	3	0.024198384955525398	7481	2	0	marroquíes	NC	7	inmigrantes
4	4	0.02280534617602825	16253	2	0	marroquíes	NC	6	minoría
5	5	0.018611744046211243	2656	2	0	marroquíes	AQ	5	españoles
6	6	0.01677727699279785	32802	2	0	marroquíes	AQ	4	expulsados
7	7	0.013490797951817513	20948	2	0	marroquíes	AQ	3	delincuentes
8	8	0.0134312454611063	8349	2	0	marroquíes	AQ	2	extranjeros
9	9	0.013366250321269035	9859	2	0	marroquíes	AQ	1	pobres
0	0	0.06719368696212769	40224	3	0	marroquíes	AQ	10	bienvenidos
1	1	0.03780088201165199	2656	3	0	marroquíes	AQ	9	españoles
2	2	0.036570362746715546	8349	3	0	marroquíes	AQ	8	extranjeros
3	3	0.0339762307703495	12750	3	0	marroquíes	AQ	7	ilegales
4	4	0.026987647637724876	7481	3	0	marroquíes	AQ	6	inmigrantes
5	5	0.02473190799355507	25396	3	0	marroquíes	AQ	5	esclavos
6	6	0.023034676909446716	15615	3	0	marroquíes	AQ	4	musulmanes
7	7	0.019669897854328156	2134	3	0	marroquíes	NC	3	mayoría
8	8	0.015984805300831795	467	3	0	marroquíes	RG	2	más
9	9	0.012967568822205067	364	3	0	marroquíes	DA	1	los
0	0	0.06877411901950836	467	4	0	marroquíes	RG	10	más
1	1	0.060607168823480606	2134	4	0	marroquíes	NC	9	mayoría
2	2	0.04241141676902771	40224	4	0	marroquíes	AQ	8	bienvenidos
3	3	0.02297499030828476	13012	4	0	marroquíes	AQ	7	felices
4	4	0.021791361272335052	8349	4	0	marroquíes	AQ	6	extranjeros
5	5	0.019937902688980103	2656	4	0	marroquíes	AQ	5	españoles
6	6	0.019449127838015556	364	4	0	marroquíes	DA	4	los
7	7	0.015827778726816177	1111	4	0	marroquíes	RG	3	menos
8	8	0.015525225549936295	10782	4	0	marroquíes	AQ	2	ricos
9	9	0.015164368785917759	1581	4	0	marroquíes	PI	1	muchos
0	0	0.037433650344610214	5251	0	0	argelinos	AQ	10	buenos
1	1	0.022987578064203262	26014	0	0	argelinos	AQ	9	racistas
2	2	0.02226349152624607	2656	0	0	argelinos	AQ	8	españoles
3	3	0.021266918629407883	7817	0	0	argelinos	AQ	7	malos
4	4	0.02071210741996765	1938	0	0	argelinos	AQ	6	mejores
5	5	0.018903369084000587	24579	0	0	argelinos	AQ	5	tontos
6	6	0.017591919749975204	36396	0	0	argelinos	AQ	4	gilipollas
7	7	0.016534175723791122	13012	0	0	argelinos	AQ	3	felices
8	8	0.014905649237334728	40224	0	0	argelinos	AQ	2	bienvenidos
9	9	0.012351126410067081	10940	0	0	argelinos	AQ	1	iguales
0	0	0.03648616373538971	9739	1	0	argelinos	AQ	10	terroristas
1	1	0.027409980073571205	20948	1	0	argelinos	AQ	9	delincuentes
2	2	0.023925689980387688	26014	1	0	argelinos	AQ	8	racistas
3	3	0.022193245589733124	40224	1	0	argelinos	AQ	7	bienvenidos
4	4	0.02219276875257492	5251	1	0	argelinos	AQ	6	buenos
5	5	0.022021742537617683	20782	1	0	argelinos	AQ	5	asesinos
6	6	0.021809875965118408	18293	1	0	argelinos	AQ	4	peligrosos
7	7	0.02062542922794819	13012	1	0	argelinos	AQ	3	felices
8	8	0.020023716613650322	21815	1	0	argelinos	AQ	2	criminales
9	9	0.01790054515004158	7481	1	0	argelinos	AQ	1	inmigrantes
0	0	0.12294621020555496	12750	2	0	argelinos	AQ	10	ilegales
1	1	0.07397495210170746	40224	2	0	argelinos	AQ	9	bienvenidos
2	2	0.026832658797502518	7481	2	0	argelinos	NC	8	inmigrantes
3	3	0.02311362326145172	2656	2	0	argelinos	AQ	7	españoles
4	4	0.020444147288799286	32802	2	0	argelinos	AQ	6	expulsados
5	5	0.017006030306220055	20948	2	0	argelinos	AQ	5	delincuentes
6	6	0.016858551651239395	38520	2	0	argelinos	AQ	4	perseguidos
7	7	0.01657824032008648	15615	2	0	argelinos	AQ	3	musulmanes
8	8	0.014964492991566658	364	2	0	argelinos	DA	2	los
9	9	0.012775180861353874	8349	2	0	argelinos	AQ	1	extranjeros
0	0	0.06390686333179474	40224	3	0	argelinos	AQ	10	bienvenidos
1	1	0.03168099746108055	8349	3	0	argelinos	AQ	9	extranjeros
2	2	0.029438888654112816	12750	3	0	argelinos	AQ	8	ilegales
3	3	0.02656385488808155	15615	3	0	argelinos	AQ	7	musulmanes
4	4	0.026542240753769875	2656	3	0	argelinos	AQ	6	españoles
5	5	0.02522064559161663	7481	3	0	argelinos	AQ	5	inmigrantes
6	6	0.021807154640555382	25396	3	0	argelinos	AQ	4	esclavos
7	7	0.017557820305228233	38520	3	0	argelinos	AQ	3	perseguidos
8	8	0.016427891328930855	9739	3	0	argelinos	AQ	2	terroristas
9	9	0.016219669952988625	364	3	0	argelinos	DA	1	los
0	0	0.045664165169000626	13012	4	0	argelinos	AQ	10	felices
1	1	0.03552472963929176	40224	4	0	argelinos	AQ	9	bienvenidos
2	2	0.030434604734182358	364	4	0	argelinos	DA	8	los
3	3	0.029499903321266174	8349	4	0	argelinos	AQ	7	extranjeros
4	4	0.02600116841495037	2656	4	0	argelinos	AQ	6	españoles
5	5	0.024077704176306725	467	4	0	argelinos	RG	5	más
6	6	0.0166492722928524	2134	4	0	argelinos	NC	4	mayoría
7	7	0.015707816928625107	10782	4	0	argelinos	AQ	3	ricos
8	8	0.011773787438869476	9859	4	0	argelinos	AQ	2	pobres
9	9	0.01151112001389265	1581	4	0	argelinos	PI	1	muchos
