	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
5	5	0.01737421564757824	27938	3	14	españoles		NEU	5	hispanos
6	6	0.016495762392878532	37626	3	14	españoles		NEU	4	residentes
7	7	0.015300877392292023	35514	3	14	españoles		NEU	3	cristianos
8	8	0.014788299798965454	20477	3	14	españoles		NEG	2	blancos
9	9	0.014649963937699795	37820	3	14	españoles		NEU	1	musulmanes
0	0	0.1669042706489563	31107	4	14	españoles		NEU	10	ciudadanos
1	1	0.12053785473108292	38150	4	14	españoles		NEU	9	católicos
2	2	0.043693024665117264	24634	4	14	españoles		NEU	8	naturales
3	3	0.043326057493686676	27938	4	14	españoles		NEU	7	hispanos
4	4	0.03908971697092056	15020	4	14	españoles		NEU	6	sociales
5	5	0.037839170545339584	24505	4	14	españoles		POS	5	libres
6	6	0.02858896739780903	37820	4	14	españoles		NEU	4	musulmanes
7	7	0.02686617337167263	20477	4	14	españoles		NEG	3	blancos
8	8	0.020206524059176445	37626	4	14	españoles		NEU	2	residentes
9	9	0.013841211795806885	19505	4	14	españoles		NEU	1	españoles
0	0	0.056544847786426544	33880	5	14	españoles		NEU	10	italianos
1	1	0.04787416011095047	38150	5	14	españoles		NEU	9	católicos
2	2	0.03356708213686943	38836	5	14	españoles		NEU	8	rurales
3	3	0.026473846286535263	32412	5	14	españoles		NEG	7	pobres
4	4	0.025829721242189407	45175	5	14	españoles		POS	6	ricos
5	5	0.019460199400782585	20190	5	14	españoles		NEU	5	populares
6	6	0.01670820266008377	20477	5	14	españoles		NEU	4	blancos
7	7	0.016625819727778435	21661	5	14	españoles		NEU	3	pequeños
8	8	0.015763964504003525	9811	5	14	españoles		NEU	2	principalmente
9	9	0.014590049162507057	35514	5	14	españoles		NEU	1	cristianos
0	0	0.22805000841617584	38150	6	14	españoles		NEU	10	católicos
1	1	0.07888423651456833	27938	6	14	españoles		NEU	9	hispanos
2	2	0.03015194647014141	15020	6	14	españoles		NEU	8	sociales
3	3	0.029698530212044716	31107	6	14	españoles		NEU	7	ciudadanos
4	4	0.02818993292748928	28101	6	14	españoles		NEU	6	religiosos
5	5	0.019760293886065483	19505	6	14	españoles		NEU	5	españoles
6	6	0.016398506239056587	24634	6	14	españoles		NEU	4	naturales
7	7	0.01577066443860531	35514	6	14	españoles		NEU	3	cristianos
8	8	0.013857552781701088	37820	6	14	españoles		NEU	2	musulmanes
9	9	0.012822265736758709	24574	6	14	españoles		NEU	1	latinos
0	0	0.1658840775489807	22643	7	14	españoles		NEU	10	jóvenes
1	1	0.11430299282073975	20190	7	14	españoles		NEU	9	populares
2	2	0.05105636641383171	29196	7	14	españoles		NEU	8	conocidos
3	3	0.034244000911712646	10222	7	14	españoles		POS	7	importantes
4	4	0.03131020814180374	41600	7	14	españoles		POS	6	destacados
5	5	0.01997179538011551	30082	7	14	españoles		POS	5	fuertes
6	6	0.017068255692720413	31216	7	14	españoles		POS	4	tradicionales
7	7	0.016891395673155785	8585	7	14	españoles		POS	3	grandes
8	8	0.015476384200155735	22973	7	14	españoles		NEG	2	comunes
9	9	0.014524859376251698	19163	7	14	españoles		NEU	1	numerosos
0	0	0.1360633820295334	45270	8	14	españoles		NEG	10	inmigrantes
1	1	0.08317927271127701	10222	8	14	españoles		POS	9	importantes
2	2	0.050195079296827316	45175	8	14	españoles		POS	8	ricos
3	3	0.04157934710383415	21661	8	14	españoles		NEU	7	pequeños
4	4	0.03458576649427414	32412	8	14	españoles		NEG	6	pobres
5	5	0.030062051489949226	44016	8	14	españoles		NEU	5	poblado
6	6	0.02969892881810665	19163	8	14	españoles		NEU	4	numerosos
7	7	0.026214538142085075	8014	8	14	españoles		NEU	3	habitantes
8	8	0.022204028442502022	34715	8	14	españoles		NEU	2	económicos
9	9	0.02138599194586277	8585	8	14	españoles		POS	1	grandes
0	0	0.06550651043653488	27938	9	14	españoles		NEU	10	hispanos
1	1	0.04832976311445236	32412	9	14	españoles		NEG	9	pobres
2	2	0.04093405604362488	38150	9	14	españoles		NEU	8	católicos
3	3	0.034758973866701126	21661	9	14	españoles		NEU	7	pequeños
4	4	0.031205350533127785	20190	9	14	españoles		NEU	6	populares
5	5	0.029102040454745293	34715	9	14	españoles		NEU	5	económicos
6	6	0.02807741053402424	10222	9	14	españoles		POS	4	importantes
7	7	0.027977684512734413	45175	9	14	españoles		POS	3	ricos
8	8	0.026295989751815796	22643	9	14	españoles		NEU	2	jóvenes
9	9	0.020422756671905518	30000	9	14	españoles		NEU	1	modernos
0	0	0.27840960025787354	10222	10	14	españoles		POS	10	importantes
1	1	0.06118939071893692	41600	10	14	españoles		POS	9	destacados
2	2	0.048684652894735336	8585	10	14	españoles		POS	8	grandes
3	3	0.03509644791483879	19163	10	14	españoles		NEU	7	numerosos
4	4	0.032734427601099014	21661	10	14	españoles		NEU	6	pequeños
5	5	0.031752027571201324	34715	10	14	españoles		NEU	5	económicos
6	6	0.026401644572615623	45175	10	14	españoles		POS	4	ricos
7	7	0.023882443085312843	20190	10	14	españoles		NEU	3	populares
8	8	0.02010263502597809	30082	10	14	españoles		NEU	2	fuertes
9	9	0.018182463943958282	31216	10	14	españoles		POS	1	tradicionales
0	0	0.07488039880990982	20190	11	14	españoles		NEU	10	populares
1	1	0.04511116072535515	9418	11	14	españoles		NEG	9	poco
2	2	0.04484465718269348	22973	11	14	españoles		NEG	8	comunes
3	3	0.02961849607527256	20749	11	14	españoles		NEG	7	pocos
4	4	0.02820110321044922	7926	11	14	españoles		POS	6	bien
5	5	0.023904995992779732	29196	11	14	españoles		NEU	5	conocidos
6	6	0.020777637138962746	12082	11	14	españoles		NEG	4	muchos
7	7	0.016667762771248817	19163	11	14	españoles		NEU	3	numerosos
8	8	0.013810024596750736	8585	11	14	españoles		POS	2	grandes
9	9	0.013395183719694614	9846	11	14	españoles		POS	1	diversos
0	0	0.2481832057237625	19505	12	14	españoles		NEG	10	españoles
1	1	0.03760548308491707	38150	12	14	españoles		NEG	9	católicos
2	2	0.03582397848367691	31107	12	14	españoles		NEG	8	ciudadanos
3	3	0.018179502338171005	20749	12	14	españoles		NEG	7	pocos
4	4	0.016374312341213226	8237	12	14	españoles		NEG	6	otros
5	5	0.014374615624547005	10415	12	14	españoles		NEG	5	ellos
6	6	0.012774431146681309	27938	12	14	españoles		NEG	4	hispanos
7	7	0.012049918062984943	10319	12	14	españoles		NEG	3	unos
8	8	0.011709014885127544	20422	12	14	españoles		NEG	2	oficiales
9	9	0.011333569884300232	13535	12	14	españoles		NEG	1	hombres
0	0	0.03691559657454491	20190	0	14	franceses		NEU	10	populares
1	1	0.03280630707740784	38150	0	14	franceses		NEU	9	católicos
2	2	0.01975235342979431	22973	0	14	franceses		NEU	8	comunes
3	3	0.01643204689025879	20422	0	14	franceses		NEU	7	oficiales
4	4	0.013965408317744732	18926	0	14	franceses		NEU	6	franceses
5	5	0.011419548653066158	9418	0	14	franceses		NEG	5	poco
6	6	0.01090325228869915	33880	0	14	franceses		NEU	4	italianos
7	7	0.010440253652632236	23605	0	14	franceses		NEU	3	romanos
8	8	0.009703344665467739	15020	0	14	franceses		NEU	2	sociales
9	9	0.009647469036281109	14839	0	14	franceses		NEU	1	militares
0	0	0.05414770916104317	20190	1	14	franceses		NEU	10	populares
1	1	0.030801281332969666	18926	1	14	franceses		NEU	9	franceses
2	2	0.02441757544875145	38150	1	14	franceses		NEU	8	católicos
3	3	0.018205367028713226	29196	1	14	franceses		NEU	7	conocidos
4	4	0.015047406777739525	22973	1	14	franceses		NEU	6	comunes
5	5	0.013644438236951828	20477	1	14	franceses		NEU	5	blancos
6	6	0.011440359987318516	20749	1	14	franceses		NEG	4	pocos
7	7	0.011296975426375866	19163	1	14	franceses		NEU	3	numerosos
8	8	0.010196053422987461	15020	1	14	franceses		NEU	2	sociales
9	9	0.010072961449623108	45175	1	14	franceses		POS	1	ricos
0	0	0.13615599274635315	10319	2	14	franceses		NEG	10	unos
1	1	0.12050886452198029	10220	2	14	franceses		NEG	9	uns
2	2	0.06002303957939148	20749	2	14	franceses		NEG	8	pocos
3	3	0.02846517786383629	8237	2	14	franceses		NEG	7	otros
4	4	0.025300823152065277	17094	2	14	franceses		NEU	6	amigos
5	5	0.01878012903034687	13535	2	14	franceses		NEG	5	hombres
6	6	0.017861073836684227	27056	2	14	franceses		NEG	4	mismos
7	7	0.01473948359489441	10415	2	14	franceses		NEG	3	ellos
8	8	0.011360554955899715	18926	2	14	franceses		NEG	2	franceses
9	9	0.010411796160042286	44918	2	14	franceses		NEU	1	suyos
0	0	0.06963032484054565	38836	3	14	franceses		NEU	10	rurales
1	1	0.05008745193481445	38150	3	14	franceses		NEU	9	católicos
2	2	0.02601049095392227	33880	3	14	franceses		NEU	8	italianos
3	3	0.022766491398215294	37626	3	14	franceses		NEU	7	residentes
4	4	0.022703051567077637	9811	3	14	franceses		NEU	6	principalmente
5	5	0.022452209144830704	11654	3	14	franceses		NEU	5	rural
6	6	0.018406175076961517	45270	3	14	franceses		NEG	4	inmigrantes
7	7	0.01827307604253292	8029	3	14	franceses		NEU	3	población
8	8	0.018129423260688782	20477	3	14	franceses		NEU	2	blancos
9	9	0.017977138981223106	37820	3	14	franceses		NEU	1	musulmanes
0	0	0.10527188330888748	24505	4	14	franceses		POS	10	libres
1	1	0.07654216140508652	38150	4	14	franceses		NEU	9	católicos
2	2	0.06319563835859299	18926	4	14	franceses		NEU	8	franceses
3	3	0.04525981843471527	31107	4	14	franceses		NEU	7	ciudadanos
4	4	0.03686699643731117	20477	4	14	franceses		NEU	6	blancos
5	5	0.031095732003450394	9668	4	14	franceses		NEU	5	francés
6	6	0.026383835822343826	37820	4	14	franceses		NEU	4	musulmanes
7	7	0.021578140556812286	28393	4	14	franceses		NEU	3	alemanes
8	8	0.019611068069934845	26304	4	14	franceses		NEU	2	civiles
9	9	0.01657128520309925	43427	4	14	franceses		NEU	1	extranjeros
0	0	0.04823397845029831	45175	5	14	franceses		POS	10	ricos
1	1	0.03535684943199158	33880	5	14	franceses		NEU	9	italianos
2	2	0.03302916884422302	19163	5	14	franceses		NEU	8	numerosos
3	3	0.030441656708717346	10222	5	14	franceses		POS	7	importantes
4	4	0.02950461208820343	9811	5	14	franceses		NEU	6	principalmente
5	5	0.024348584935069084	38836	5	14	franceses		NEU	5	rurales
6	6	0.02052285522222519	32412	5	14	franceses		NEG	4	pobres
7	7	0.019292183220386505	20190	5	14	franceses		NEU	3	populares
8	8	0.01927831582725048	38150	5	14	franceses		NEU	2	católicos
9	9	0.01615202985703945	21661	5	14	franceses		NEU	1	pequeños
0	0	0.14068478345870972	38150	6	14	franceses		NEU	10	católicos
1	1	0.09283889830112457	18926	6	14	franceses		NEU	9	franceses
2	2	0.022066717967391014	20477	6	14	franceses		NEG	8	blancos
3	3	0.01844719424843788	24505	6	14	franceses		NEU	7	libres
4	4	0.014139018021523952	28393	6	14	franceses		NEG	6	alemanes
5	5	0.012537232600152493	9668	6	14	franceses		NEU	5	francés
6	6	0.010816007852554321	15020	6	14	franceses		NEU	4	sociales
7	7	0.009992174804210663	31107	6	14	franceses		NEU	3	ciudadanos
8	8	0.00939437747001648	27938	6	14	franceses		NEU	2	hispanos
9	9	0.008986749686300755	16183	6	14	franceses		NEU	1	votos
0	0	0.15236862003803253	20190	7	14	franceses		NEU	10	populares
1	1	0.10737261921167374	22643	7	14	franceses		NEU	9	jóvenes
2	2	0.046387359499931335	29196	7	14	franceses		NEU	8	conocidos
3	3	0.03786008059978485	10222	7	14	franceses		POS	7	importantes
4	4	0.03220260143280029	41600	7	14	franceses		POS	6	destacados
5	5	0.02825145423412323	22973	7	14	franceses		NEU	5	comunes
6	6	0.021941300481557846	8585	7	14	franceses		POS	4	grandes
7	7	0.01960049383342266	45175	7	14	franceses		POS	3	ricos
8	8	0.019182639196515083	30082	7	14	franceses		POS	2	fuertes
9	9	0.016830263659358025	23644	7	14	franceses		NEU	1	nobles
0	0	0.2446708083152771	45270	8	14	franceses		NEG	10	inmigrantes
1	1	0.10116396099328995	10222	8	14	franceses		POS	9	importantes
2	2	0.044206053018569946	45175	8	14	franceses		POS	8	ricos
3	3	0.03830241784453392	19163	8	14	franceses		NEU	7	numerosos
4	4	0.0374031588435173	21661	8	14	franceses		NEU	6	pequeños
5	5	0.031200198456645012	26668	8	14	franceses		POS	5	notables
6	6	0.021724758669734	8585	8	14	franceses		POS	4	grandes
7	7	0.021614445373415947	32412	8	14	franceses		NEG	3	pobres
8	8	0.021126678213477135	8014	8	14	franceses		NEU	2	habitantes
9	9	0.01607806235551834	22973	8	14	franceses		NEG	1	comunes
0	0	0.07119233161211014	45175	9	14	franceses		POS	10	ricos
1	1	0.0667368620634079	22973	9	14	franceses		NEU	9	comunes
2	2	0.06544449180364609	32412	9	14	franceses		NEG	8	pobres
3	3	0.043128602206707	10222	9	14	franceses		POS	7	importantes
4	4	0.034996021538972855	21661	9	14	franceses		NEU	6	pequeños
5	5	0.033688805997371674	8585	9	14	franceses		POS	5	grandes
6	6	0.031237054616212845	20477	9	14	franceses		NEG	4	blancos
7	7	0.030796734616160393	38150	9	14	franceses		NEU	3	católicos
8	8	0.027161309495568275	20190	9	14	franceses		NEU	2	populares
9	9	0.026791060343384743	19163	9	14	franceses		NEU	1	numerosos
0	0	0.3596324920654297	10222	10	14	franceses		POS	10	importantes
1	1	0.06340617686510086	8585	10	14	franceses		POS	9	grandes
2	2	0.05437048152089119	41600	10	14	franceses		POS	8	destacados
3	3	0.0383608303964138	19163	10	14	franceses		NEU	7	numerosos
4	4	0.028555838391184807	45175	10	14	franceses		POS	6	ricos
5	5	0.02529159188270569	21661	10	14	franceses		NEU	5	pequeños
6	6	0.02198738418519497	26668	10	14	franceses		POS	4	notables
7	7	0.017832741141319275	22973	10	14	franceses		NEU	3	comunes
8	8	0.017724568024277687	34715	10	14	franceses		NEU	2	económicos
9	9	0.013152125291526318	20190	10	14	franceses		NEU	1	populares
0	0	0.09029646217823029	20190	11	14	franceses		NEU	10	populares
1	1	0.0635271891951561	9418	11	14	franceses		NEG	9	poco
2	2	0.06247427687048912	20749	11	14	franceses		NEG	8	pocos
3	3	0.05227583274245262	22973	11	14	franceses		NEG	7	comunes
4	4	0.04125727340579033	7926	11	14	franceses		POS	6	bien
5	5	0.031048351898789406	19163	11	14	franceses		NEU	5	numerosos
6	6	0.026565346866846085	30082	11	14	franceses		NEU	4	fuertes
7	7	0.02420627512037754	12082	11	14	franceses		NEU	3	muchos
8	8	0.0220180694013834	8585	11	14	franceses		POS	2	grandes
9	9	0.02106403559446335	29196	11	14	franceses		NEU	1	conocidos
0	0	0.08371485024690628	18926	12	14	franceses		NEG	10	franceses
1	1	0.04660659655928612	31107	12	14	franceses		NEG	9	ciudadanos
2	2	0.04452558234333992	20749	12	14	franceses		NEG	8	pocos
3	3	0.03440828248858452	38150	12	14	franceses		NEG	7	católicos
4	4	0.02765537053346634	10319	12	14	franceses		NEG	6	unos
5	5	0.025843756273388863	13535	12	14	franceses		NEG	5	hombres
6	6	0.018520057201385498	16183	12	14	franceses		NEG	4	votos
7	7	0.016613610088825226	17825	12	14	franceses		NEG	3	nombres
8	8	0.014630967751145363	10415	12	14	franceses		NEG	2	ellos
9	9	0.010822359472513199	27056	12	14	franceses		NEG	1	mismos
0	0	0.017748482525348663	38150	0	14	británicos		NEU	10	católicos
1	1	0.01576056331396103	20190	0	14	británicos		NEU	9	populares
2	2	0.009960250928997993	15020	0	14	británicos		NEU	8	sociales
3	3	0.009364877827465534	31107	0	14	británicos		NEU	7	ciudadanos
4	4	0.009230514988303185	20422	0	14	británicos		NEU	6	oficiales
5	5	0.009116191416978836	23732	0	14	británicos		NEU	5	uu
6	6	0.008571885526180267	74	0	14	británicos		NEU	4	]
7	7	0.008335989899933338	9418	0	14	británicos		NEG	3	poco
8	8	0.007237938232719898	22973	0	14	británicos		NEU	2	comunes
9	9	0.005611830856651068	14839	0	14	británicos		NEU	1	militares
0	0	0.05005907267332077	30793	1	14	británicos		NEU	10	británicos
1	1	0.042622439563274384	20190	1	14	británicos		NEU	9	populares
2	2	0.01929093524813652	20477	1	14	británicos		NEU	8	blancos
3	3	0.018790636211633682	15020	1	14	británicos		NEU	7	sociales
4	4	0.017419250681996346	38150	1	14	británicos		NEU	6	católicos
5	5	0.011497676372528076	29196	1	14	británicos		NEU	5	conocidos
6	6	0.010867026634514332	22973	1	14	británicos		NEU	4	comunes
7	7	0.00927919801324606	9418	1	14	británicos		NEG	3	poco
8	8	0.008839339017868042	21661	1	14	británicos		NEU	2	pequeños
9	9	0.008791071362793446	28941	1	14	británicos		NEG	1	inferiores
0	0	0.143153116106987	10319	2	14	británicos		NEG	10	unos
1	1	0.06914640218019485	20749	2	14	británicos		NEG	9	pocos
2	2	0.039478883147239685	10415	2	14	británicos		NEU	8	ellos
3	3	0.0369124561548233	8237	2	14	británicos		NEU	7	otros
4	4	0.034449268132448196	27056	2	14	británicos		NEG	6	mismos
5	5	0.029417194426059723	17094	2	14	británicos		NEU	5	amigos
6	6	0.0266716368496418	30793	2	14	británicos		NEG	4	británicos
7	7	0.02334417775273323	13535	2	14	británicos		NEG	3	hombres
8	8	0.0159516092389822	10220	2	14	británicos		NEG	2	uns
9	9	0.012466921471059322	9418	2	14	británicos		NEG	1	poco
0	0	0.036935824900865555	38150	3	14	británicos		NEU	10	católicos
1	1	0.0281069315969944	37820	3	14	británicos		NEU	9	musulmanes
2	2	0.02805270440876484	37626	3	14	británicos		NEU	8	residentes
3	3	0.02394619584083557	38836	3	14	británicos		NEU	7	rurales
4	4	0.02288455329835415	9811	3	14	británicos		NEU	6	principalmente
5	5	0.02255171164870262	35514	3	14	británicos		NEU	5	cristianos
6	6	0.020462919026613235	45270	3	14	británicos		NEU	4	inmigrantes
7	7	0.019476957619190216	20477	3	14	británicos		NEU	3	blancos
8	8	0.015335111878812313	32412	3	14	británicos		NEG	2	pobres
9	9	0.014137947000563145	8029	3	14	británicos		NEU	1	población
0	0	0.12474088370800018	30793	4	14	británicos		NEU	10	británicos
1	1	0.07528705149888992	38150	4	14	británicos		NEU	9	católicos
2	2	0.06222675368189812	20477	4	14	británicos		NEU	8	blancos
3	3	0.06054066866636276	31107	4	14	británicos		NEU	7	ciudadanos
4	4	0.049100931733846664	37820	4	14	británicos		NEU	6	musulmanes
5	5	0.022842155769467354	37626	4	14	británicos		NEU	5	residentes
6	6	0.017237640917301178	24505	4	14	británicos		POS	4	libres
7	7	0.014012126252055168	26304	4	14	británicos		NEU	3	civiles
8	8	0.012487294152379036	35514	4	14	británicos		NEU	2	cristianos
9	9	0.012274881824851036	45203	4	14	británicos		NEU	1	descendientes
0	0	0.044561076909303665	45175	5	14	británicos		POS	10	ricos
1	1	0.03272540122270584	9811	5	14	británicos		NEU	9	principalmente
2	2	0.0255732461810112	38836	5	14	británicos		NEU	8	rurales
3	3	0.024811862036585808	38150	5	14	británicos		NEU	7	católicos
4	4	0.024641819298267365	33880	5	14	británicos		NEU	6	italianos
5	5	0.023656731471419334	21661	5	14	británicos		NEU	5	pequeños
6	6	0.023340599611401558	32412	5	14	británicos		NEG	4	pobres
7	7	0.015902535989880562	20190	5	14	británicos		NEU	3	populares
8	8	0.01491972990334034	37626	5	14	británicos		NEU	2	residentes
9	9	0.01421421580016613	19163	5	14	británicos		NEU	1	numerosos
0	0	0.08131001889705658	38150	6	14	británicos		NEU	10	católicos
1	1	0.04602356627583504	30793	6	14	británicos		NEU	9	británicos
2	2	0.035799529403448105	31107	6	14	británicos		NEU	8	ciudadanos
3	3	0.022809362038969994	20477	6	14	británicos		NEU	7	blancos
4	4	0.01790817454457283	27938	6	14	británicos		NEU	6	hispanos
5	5	0.01672278344631195	35514	6	14	británicos		NEU	5	cristianos
6	6	0.016550179570913315	37820	6	14	británicos		NEU	4	musulmanes
7	7	0.016071105375885963	20422	6	14	británicos		NEU	3	oficiales
8	8	0.012700239196419716	28101	6	14	británicos		NEU	2	religiosos
9	9	0.010963084176182747	16183	6	14	británicos		NEU	1	votos
0	0	0.16127626597881317	20190	7	14	británicos		NEU	10	populares
1	1	0.10409262776374817	22643	7	14	británicos		NEU	9	jóvenes
2	2	0.05219382047653198	29196	7	14	británicos		NEU	8	conocidos
3	3	0.03446565195918083	22973	7	14	británicos		NEU	7	comunes
4	4	0.022613516077399254	10222	7	14	británicos		POS	6	importantes
5	5	0.02140331082046032	8585	7	14	británicos		POS	5	grandes
6	6	0.020751982927322388	41600	7	14	británicos		POS	4	destacados
7	7	0.019337644800543785	31216	7	14	británicos		NEU	3	tradicionales
8	8	0.016388950869441032	45175	7	14	británicos		POS	2	ricos
9	9	0.014716889709234238	21661	7	14	británicos		NEU	1	pequeños
0	0	0.157846137881279	45270	8	14	británicos		NEG	10	inmigrantes
1	1	0.08086717873811722	10222	8	14	británicos		POS	9	importantes
2	2	0.07605437934398651	45175	8	14	británicos		POS	8	ricos
3	3	0.05322714149951935	21661	8	14	británicos		NEU	7	pequeños
4	4	0.042554307729005814	32412	8	14	británicos		NEG	6	pobres
5	5	0.030563296750187874	8585	8	14	británicos		POS	5	grandes
6	6	0.030108144506812096	26668	8	14	británicos		POS	4	notables
7	7	0.02333841659128666	19163	8	14	británicos		NEU	3	numerosos
8	8	0.019582515582442284	8014	8	14	británicos		NEU	2	habitantes
9	9	0.014507939107716084	44016	8	14	británicos		NEU	1	poblado
0	0	0.09061509370803833	32412	9	14	británicos		NEG	10	pobres
1	1	0.06580208986997604	45175	9	14	británicos		POS	9	ricos
2	2	0.05582133308053017	21661	9	14	británicos		NEU	8	pequeños
3	3	0.042796194553375244	20190	9	14	británicos		NEU	7	populares
4	4	0.03570668026804924	38150	9	14	británicos		NEU	6	católicos
5	5	0.029957100749015808	22973	9	14	británicos		NEU	5	comunes
6	6	0.029234247282147408	8585	9	14	británicos		POS	4	grandes
7	7	0.027983548119664192	20477	9	14	británicos		NEU	3	blancos
8	8	0.023527659475803375	10222	9	14	británicos		POS	2	importantes
9	9	0.022615846246480942	34715	9	14	británicos		NEU	1	económicos
0	0	0.2602844834327698	10222	10	14	británicos		POS	10	importantes
1	1	0.06949784606695175	8585	10	14	británicos		POS	9	grandes
2	2	0.050500813871622086	41600	10	14	británicos		POS	8	destacados
3	3	0.0409194678068161	21661	10	14	británicos		NEU	7	pequeños
4	4	0.027379000559449196	45175	10	14	británicos		POS	6	ricos
5	5	0.02375752106308937	34715	10	14	británicos		NEU	5	económicos
6	6	0.02147715725004673	19163	10	14	británicos		NEU	4	numerosos
7	7	0.019862402230501175	20190	10	14	británicos		NEU	3	populares
8	8	0.01906663179397583	30082	10	14	británicos		POS	2	fuertes
9	9	0.017438888549804688	26668	10	14	británicos		POS	1	notables
0	0	0.06916385889053345	9418	11	14	británicos		NEG	10	poco
1	1	0.06461133807897568	20190	11	14	británicos		NEU	9	populares
2	2	0.05573315545916557	20749	11	14	británicos		NEG	8	pocos
3	3	0.0372583344578743	22973	11	14	británicos		NEU	7	comunes
4	4	0.03280538320541382	29196	11	14	británicos		NEU	6	conocidos
5	5	0.028293712064623833	12082	11	14	británicos		NEU	5	muchos
6	6	0.024439414963126183	7926	11	14	británicos		POS	4	bien
7	7	0.02088361606001854	8585	11	14	británicos		POS	3	grandes
8	8	0.016550986096262932	30082	11	14	británicos		NEU	2	fuertes
9	9	0.01618006080389023	31543	11	14	británicos		NEU	1	generales
0	0	0.09677056223154068	31107	12	14	británicos		NEG	10	ciudadanos
1	1	0.08514697104692459	30793	12	14	británicos		NEG	9	británicos
2	2	0.0380130261182785	20749	12	14	británicos		NEG	8	pocos
3	3	0.019052255898714066	38150	12	14	británicos		NEG	7	católicos
4	4	0.01334452722221613	27056	12	14	británicos		NEG	6	mismos
5	5	0.013106017373502254	13535	12	14	británicos		NEG	5	hombres
6	6	0.012780995108187199	10319	12	14	británicos		NEG	4	unos
7	7	0.012619268149137497	10415	12	14	británicos		NEU	3	ellos
8	8	0.012267449870705605	20422	12	14	británicos		NEU	2	oficiales
9	9	0.011373800225555897	16183	12	14	británicos		NEG	1	votos
0	0	0.016783587634563446	15020	0	14	argentinos		NEU	10	sociales
1	1	0.012921708635985851	20190	0	14	argentinos		NEU	9	populares
2	2	0.01120518334209919	20422	0	14	argentinos		NEU	8	oficiales
3	3	0.010477479547262192	6649	0	14	argentinos		NEU	7	no
4	4	0.009731931611895561	38150	0	14	argentinos		NEU	6	católicos
5	5	0.009228997863829136	74	0	14	argentinos		NEG	5	]
6	6	0.00813373364508152	31107	0	14	argentinos		NEU	4	ciudadanos
7	7	0.008043726906180382	14839	0	14	argentinos		NEU	3	militares
8	8	0.007106116507202387	31216	0	14	argentinos		POS	2	tradicionales
9	9	0.007020736113190651	9418	0	14	argentinos		NEG	1	poco
0	0	0.032559338957071304	20190	1	14	argentinos		NEU	10	populares
1	1	0.020734872668981552	15020	1	14	argentinos		NEU	9	sociales
2	2	0.0127519890666008	31216	1	14	argentinos		POS	8	tradicionales
3	3	0.011761819012463093	38150	1	14	argentinos		NEU	7	católicos
4	4	0.011415868066251278	28941	1	14	argentinos		NEG	6	inferiores
5	5	0.009422628208994865	19311	1	14	argentinos		NEU	5	mayores
6	6	0.00934809260070324	14839	1	14	argentinos		NEU	4	militares
7	7	0.008962549269199371	20422	1	14	argentinos		NEU	3	oficiales
