	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
1	1	0.0790938287973404	10834	9	3	españoles		POS	9	ricos
2	2	0.06135362386703491	7672	9	3	españoles		NEG	8	afectados
3	3	0.04459515959024429	30680	9	3	españoles		NEG	7	desfavorecidos
4	4	0.034547243267297745	3697	9	3	españoles		POS	6	importantes
5	5	0.028748899698257446	11449	9	3	españoles		NEG	5	vulnerables
6	6	0.0248796958476305	7679	9	3	españoles		NEU	4	numerosos
7	7	0.02474505454301834	11384	9	3	españoles		NEU	3	populares
8	8	0.024602482095360756	5408	9	3	españoles		NEU	2	pequeños
9	9	0.01967977173626423	30316	9	3	españoles		NEG	1	caros
0	0	0.1858970671892166	11384	10	3	españoles		NEU	10	populares
1	1	0.15497273206710815	12282	10	3	españoles		POS	9	frecuentes
2	2	0.0675390362739563	17498	10	3	españoles		NEU	8	habituales
3	3	0.06463281810283661	3697	10	3	españoles		POS	7	importantes
4	4	0.04810969531536102	29712	10	3	españoles		NEU	6	solicitados
5	5	0.04376984387636185	7679	10	3	españoles		NEU	5	numerosos
6	6	0.02345309965312481	26583	10	3	españoles		POS	4	atractivos
7	7	0.019454728811979294	24055	10	3	españoles		NEU	3	seguidos
8	8	0.017887666821479797	10169	10	3	españoles		NEU	2	conocidos
9	9	0.017865300178527832	6233	10	3	españoles		NEU	1	comunes
0	0	0.04731518030166626	7056	11	3	españoles		NEG	10	pobres
1	1	0.0391169935464859	10834	11	3	españoles		POS	9	ricos
2	2	0.03660140931606293	8109	11	3	españoles		NEU	8	fuertes
3	3	0.02896343357861042	24701	11	3	españoles		NEG	7	conservadores
4	4	0.028523128479719162	22391	11	3	españoles		POS	6	amables
5	5	0.025292392820119858	3166	11	3	españoles		NEU	5	diferentes
6	6	0.024873901158571243	30874	11	3	españoles		NEU	4	estrictos
7	7	0.022291356697678566	6088	11	3	españoles		NEG	3	pocos
8	8	0.021086886525154114	18995	11	3	españoles		NEG	2	liberales
9	9	0.020179089158773422	19945	11	3	españoles		NEG	1	escasos
0	0	0.1066233441233635	17219	12	3	españoles		NEG	10	cerdos
1	1	0.09188491851091385	14088	12	3	españoles		NEG	9	idiotas
2	2	0.05646512657403946	17159	12	3	españoles		NEG	8	salvajes
3	3	0.04259375110268593	29335	12	3	españoles		NEG	7	imbéciles
4	4	0.04003606736660004	30103	12	3	españoles		NEG	6	cabrones
5	5	0.0337958037853241	18404	12	3	españoles		NEG	5	tontos
6	6	0.032554056495428085	17241	12	3	españoles		NEG	4	ladrones
7	7	0.0293195191770792	30372	12	3	españoles		NEG	3	brutos
8	8	0.02890482172369957	22327	12	3	españoles		NEG	2	estúpidos
9	9	0.027406729757785797	11063	12	3	españoles		NEG	1	locos
0	0	0.15113462507724762	10279	0	3	franceses		NEU	10	franceses
1	1	0.044420067220926285	8138	0	3	franceses		NEG	9	extranjeros
2	2	0.026177190244197845	3	0	3	franceses		NEU	8	[unk]
3	3	0.017366621643304825	15695	0	3	franceses		NEG	7	ingleses
4	4	0.01666267216205597	19507	0	3	franceses		NEU	6	católicos
5	5	0.01519750151783228	15981	0	3	franceses		NEU	5	italianos
6	6	0.013335326686501503	14699	0	3	franceses		NEU	4	musulmanes
7	7	0.01250364538282156	10121	0	3	franceses		NEU	3	españoles
8	8	0.011214764788746834	9224	0	3	franceses		NEG	2	alemanes
9	9	0.011195776052772999	20089	0	3	franceses		NEG	1	raros
0	0	0.031362246721982956	10279	1	3	franceses		NEU	10	franceses
1	1	0.029547052457928658	3166	1	3	franceses		NEU	9	diferentes
2	2	0.02632632479071617	20089	1	3	franceses		NEG	8	raros
3	3	0.02400456741452217	11384	1	3	franceses		NEU	7	populares
4	4	0.019964205101132393	10876	1	3	franceses		POS	6	felices
5	5	0.018984032794833183	4195	1	3	franceses		NEU	5	jóvenes
6	6	0.01321849413216114	8138	1	3	franceses		NEU	4	extranjeros
7	7	0.012149086222052574	3	1	3	franceses		NEU	3	[unk]
8	8	0.010928199626505375	7056	1	3	franceses		NEG	2	pobres
9	9	0.010059792548418045	16556	1	3	franceses		NEU	1	famosos
0	0	0.17745459079742432	14088	2	3	franceses		NEG	10	idiotas
1	1	0.06871936470270157	17159	2	3	franceses		NEG	9	salvajes
2	2	0.056644756346940994	29335	2	3	franceses		NEG	8	imbéciles
3	3	0.05333593115210533	17219	2	3	franceses		NEG	7	cerdos
4	4	0.0441206619143486	25837	2	3	franceses		NEG	6	inútiles
5	5	0.03842621296644211	18404	2	3	franceses		NEG	5	tontos
6	6	0.0373154915869236	22327	2	3	franceses		NEG	4	estúpidos
7	7	0.03659210354089737	26248	2	3	franceses		NEG	3	bastardos
8	8	0.031449176371097565	28901	2	3	franceses		NEG	2	perdedores
9	9	0.02626361884176731	17870	2	3	franceses		NEG	1	monstruos
0	0	0.07324934005737305	7679	3	3	franceses		NEU	10	numerosos
1	1	0.06839019805192947	3099	3	3	franceses		NEU	9	mayoría
2	2	0.06441013514995575	19945	3	3	franceses		NEG	8	escasos
3	3	0.050098028033971786	20089	3	3	franceses		NEG	7	raros
4	4	0.04636833071708679	12282	3	3	franceses		NEU	6	frecuentes
5	5	0.037829216569662094	24035	3	3	franceses		POS	5	bienvenidos
6	6	0.03389294445514679	3697	3	3	franceses		POS	4	importantes
7	7	0.03353487327694893	18422	3	3	franceses		NEG	3	minoría
8	8	0.023162761703133583	7986	3	3	franceses		NEU	2	residentes
9	9	0.020314183086156845	6088	3	3	franceses		NEG	1	pocos
0	0	0.17626270651817322	10279	4	3	franceses		NEU	10	franceses
1	1	0.17504270374774933	8138	4	3	franceses		NEU	9	extranjeros
2	2	0.041467390954494476	14699	4	3	franceses		NEU	8	musulmanes
3	3	0.04097020998597145	19507	4	3	franceses		NEU	7	católicos
4	4	0.02702501229941845	3	4	3	franceses		NEU	6	[unk]
5	5	0.018525388091802597	4629	4	3	franceses		NEU	5	ciudadanos
6	6	0.017996635288000107	1181	4	3	franceses		NEU	4	:
7	7	0.01492050290107727	1065	4	3	franceses		NEU	3	los
8	8	0.012084235437214375	1115	4	3	franceses		NEU	2	2
9	9	0.011843286454677582	8002	4	3	franceses		NEU	1	blancos
0	0	0.3292078971862793	24035	5	3	franceses		POS	10	bienvenidos
1	1	0.0485551543533802	7679	5	3	franceses		NEU	9	numerosos
2	2	0.04673941433429718	12282	5	3	franceses		NEU	8	frecuentes
3	3	0.042595863342285156	19945	5	3	franceses		NEG	7	escasos
4	4	0.027907034382224083	8138	5	3	franceses		NEU	6	extranjeros
5	5	0.024581177160143852	15439	5	3	franceses		NEU	5	turistas
6	6	0.018610332161188126	20089	5	3	franceses		NEG	4	raros
7	7	0.018031835556030273	17498	5	3	franceses		NEU	3	habituales
8	8	0.015820736065506935	19923	5	3	franceses		NEU	2	limitados
9	9	0.01395348459482193	6088	5	3	franceses		NEG	1	pocos
0	0	0.34441938996315	10279	6	3	franceses		NEU	10	franceses
1	1	0.035485848784446716	10323	6	3	franceses		NEG	9	iguales
2	2	0.0334039106965065	15695	6	3	franceses		NEG	8	ingleses
3	3	0.03053402528166771	10148	6	3	franceses		NEG	7	judíos
4	4	0.02363734133541584	8138	6	3	franceses		NEG	6	extranjeros
5	5	0.017181843519210815	10121	6	3	franceses		NEU	5	españoles
6	6	0.017015907913446426	15981	6	3	franceses		NEU	4	italianos
7	7	0.014622482471168041	9224	6	3	franceses		NEG	3	alemanes
8	8	0.01453162170946598	1506	6	3	franceses		NEU	2	así
9	9	0.014433585107326508	3	6	3	franceses		NEU	1	[unk]
0	0	0.13490769267082214	11384	7	3	franceses		NEU	10	populares
1	1	0.06195715442299843	8109	7	3	franceses		POS	9	fuertes
2	2	0.056500017642974854	4195	7	3	franceses		NEU	8	jóvenes
3	3	0.034186601638793945	26583	7	3	franceses		POS	7	atractivos
4	4	0.030781691893935204	3037	7	3	franceses		POS	6	grandes
5	5	0.029110770672559738	3697	7	3	franceses		POS	5	importantes
6	6	0.027155578136444092	16079	7	3	franceses		POS	4	interesantes
7	7	0.024892495945096016	22398	7	3	franceses		POS	3	hermosos
8	8	0.024720272049307823	18289	7	3	franceses		POS	2	inteligentes
9	9	0.020744657143950462	10834	7	3	franceses		POS	1	ricos
0	0	0.1723683774471283	3697	8	3	franceses		POS	10	importantes
1	1	0.10669882595539093	7679	8	3	franceses		NEU	9	numerosos
2	2	0.07986047118902206	7672	8	3	franceses		NEG	8	afectados
3	3	0.048973288387060165	12282	8	3	franceses		NEU	7	frecuentes
4	4	0.036739371716976166	6233	8	3	franceses		NEG	6	comunes
5	5	0.036637064069509506	17810	8	3	franceses		POS	5	notables
6	6	0.034683868288993835	8109	8	3	franceses		NEU	4	fuertes
7	7	0.026341091841459274	11384	8	3	franceses		NEU	3	populares
8	8	0.025125473737716675	3037	8	3	franceses		POS	2	grandes
9	9	0.02443234995007515	8973	8	3	franceses		NEU	1	recientes
0	0	0.1768798530101776	10834	9	3	franceses		POS	10	ricos
1	1	0.13274018466472626	7056	9	3	franceses		NEG	9	pobres
2	2	0.03332366794347763	3697	9	3	franceses		POS	8	importantes
3	3	0.029063867405056953	11384	9	3	franceses		NEU	7	populares
4	4	0.02790197543799877	7679	9	3	franceses		NEU	6	numerosos
5	5	0.023981956765055656	7672	9	3	franceses		NEG	5	afectados
6	6	0.021854717284440994	30680	9	3	franceses		NEG	4	desfavorecidos
7	7	0.021246086806058884	5408	9	3	franceses		NEU	3	pequeños
8	8	0.02110986039042473	10876	9	3	franceses		POS	2	felices
9	9	0.015601323917508125	5840	9	3	franceses		NEU	1	activos
0	0	0.1849057972431183	11384	10	3	franceses		NEU	10	populares
1	1	0.1244981661438942	12282	10	3	franceses		POS	9	frecuentes
2	2	0.061280757188797	3697	10	3	franceses		POS	8	importantes
3	3	0.0577431246638298	7679	10	3	franceses		NEU	7	numerosos
4	4	0.05268377438187599	17498	10	3	franceses		NEU	6	habituales
5	5	0.040742676705121994	29712	10	3	franceses		NEU	5	solicitados
6	6	0.02382712811231613	7511	10	3	franceses		NEU	4	interesados
7	7	0.023540528491139412	7672	10	3	franceses		NEG	3	afectados
8	8	0.021924342960119247	10169	10	3	franceses		NEU	2	conocidos
9	9	0.021471930667757988	24055	10	3	franceses		NEU	1	seguidos
0	0	0.04651553928852081	22391	11	3	franceses		POS	10	amables
1	1	0.039898067712783813	30874	11	3	franceses		NEU	9	estrictos
2	2	0.028471743687987328	11384	11	3	franceses		NEU	8	populares
3	3	0.025621429085731506	18289	11	3	franceses		POS	7	inteligentes
4	4	0.0250953808426857	10834	11	3	franceses		POS	6	ricos
5	5	0.024575423449277878	24701	11	3	franceses		NEG	5	conservadores
6	6	0.024411585181951523	8109	11	3	franceses		NEU	4	fuertes
7	7	0.023924358189105988	20089	11	3	franceses		NEG	3	raros
8	8	0.023841429501771927	18995	11	3	franceses		NEG	2	liberales
9	9	0.022201810032129288	3166	11	3	franceses		NEU	1	diferentes
0	0	0.1712965965270996	14088	12	3	franceses		NEG	10	idiotas
1	1	0.16898751258850098	17219	12	3	franceses		NEG	9	cerdos
2	2	0.0938471332192421	29335	12	3	franceses		NEG	8	imbéciles
3	3	0.0552968755364418	17159	12	3	franceses		NEG	7	salvajes
4	4	0.040925681591033936	30103	12	3	franceses		NEG	6	cabrones
5	5	0.03500465676188469	30372	12	3	franceses		NEG	5	brutos
6	6	0.033174220472574234	22327	12	3	franceses		NEG	4	estúpidos
7	7	0.028134355321526527	18404	12	3	franceses		NEG	3	tontos
8	8	0.027982741594314575	22688	12	3	franceses		NEG	2	gilipollas
9	9	0.02679274044930935	26248	12	3	franceses		NEG	1	bastardos
0	0	0.023545894771814346	10279	0	3	británicos		NEU	10	franceses
1	1	0.02264918014407158	8138	0	3	británicos		NEU	9	extranjeros
2	2	0.019506126642227173	3	0	3	británicos		NEU	8	[unk]
3	3	0.019192451611161232	14699	0	3	británicos		NEU	7	musulmanes
4	4	0.015504310838878155	24035	0	3	británicos		POS	6	bienvenidos
5	5	0.012820722535252571	10323	0	3	británicos		NEU	5	iguales
6	6	0.011155005544424057	13645	0	3	británicos		NEU	4	aliados
7	7	0.010803231969475746	27472	0	3	británicos		POS	3	leales
8	8	0.01005045510828495	30015	0	3	británicos		NEU	2	expulsados
9	9	0.009465997107326984	3697	0	3	británicos		POS	1	importantes
0	0	0.029345983639359474	11384	1	3	británicos		NEU	10	populares
1	1	0.028375478461384773	3166	1	3	británicos		NEU	9	diferentes
2	2	0.026120057329535484	20089	1	3	británicos		NEG	8	raros
3	3	0.0179602038115263	24035	1	3	británicos		POS	7	bienvenidos
4	4	0.013372652232646942	3	1	3	británicos		NEU	6	[unk]
5	5	0.013279522769153118	4195	1	3	británicos		NEU	5	jóvenes
6	6	0.013179033063352108	19945	1	3	británicos		NEG	4	escasos
7	7	0.012974327430129051	7056	1	3	británicos		NEG	3	pobres
8	8	0.012831490486860275	10876	1	3	británicos		POS	2	felices
9	9	0.01140831969678402	8002	1	3	británicos		NEU	1	blancos
0	0	0.17357860505580902	14088	2	3	británicos		NEG	10	idiotas
1	1	0.07734789699316025	17219	2	3	británicos		NEG	9	cerdos
2	2	0.057825855910778046	28901	2	3	británicos		NEG	8	perdedores
3	3	0.05303100496530533	25837	2	3	británicos		NEG	7	inútiles
4	4	0.05115490406751633	26248	2	3	británicos		NEG	6	bastardos
5	5	0.04844394698739052	17159	2	3	británicos		NEG	5	salvajes
6	6	0.037693191319704056	29335	2	3	británicos		NEG	4	imbéciles
7	7	0.03734586387872696	3	2	3	británicos		NEG	3	[unk]
8	8	0.0365791991353035	22327	2	3	británicos		NEG	2	estúpidos
9	9	0.03342662379145622	18404	2	3	británicos		NEG	1	tontos
0	0	0.08536722511053085	3099	3	3	británicos		NEU	10	mayoría
1	1	0.06089957058429718	19945	3	3	británicos		NEG	9	escasos
2	2	0.05049488693475723	7679	3	3	británicos		NEU	8	numerosos
3	3	0.04874572530388832	7986	3	3	británicos		NEU	7	residentes
4	4	0.0404922179877758	24035	3	3	británicos		POS	6	bienvenidos
5	5	0.04019062966108322	18422	3	3	británicos		NEU	5	minoría
6	6	0.03856045380234718	20089	3	3	británicos		NEG	4	raros
7	7	0.03302644565701485	6088	3	3	británicos		NEU	3	pocos
8	8	0.0299149751663208	12282	3	3	británicos		NEU	2	frecuentes
9	9	0.022761043161153793	3697	3	3	británicos		POS	1	importantes
0	0	0.10597322136163712	8138	4	3	británicos		NEU	10	extranjeros
1	1	0.06066593527793884	14699	4	3	británicos		NEU	9	musulmanes
2	2	0.0518818125128746	7986	4	3	británicos		NEU	8	residentes
3	3	0.03717644512653351	13008	4	3	británicos		NEU	7	británicos
4	4	0.033417295664548874	3	4	3	británicos		NEU	6	[unk]
5	5	0.023647986352443695	19507	4	3	británicos		NEU	5	católicos
6	6	0.018855562433600426	4629	4	3	británicos		NEU	4	ciudadanos
7	7	0.017421556636691093	9450	4	3	británicos		NEU	3	estadounidenses
8	8	0.01740647666156292	10148	4	3	británicos		NEU	2	judíos
9	9	0.015742428600788116	13345	4	3	británicos		NEG	1	ilegales
0	0	0.41902679204940796	24035	5	3	británicos		POS	10	bienvenidos
1	1	0.06168932467699051	19945	5	3	británicos		NEG	9	escasos
2	2	0.05402125418186188	12282	5	3	británicos		NEU	8	frecuentes
3	3	0.030814893543720245	19923	5	3	británicos		NEU	7	limitados
4	4	0.026839960366487503	20089	5	3	británicos		NEG	6	raros
5	5	0.026009220629930496	7679	5	3	británicos		NEU	5	numerosos
6	6	0.01702050492167473	6088	5	3	británicos		NEU	4	pocos
7	7	0.01464052964001894	7986	5	3	británicos		NEU	3	residentes
8	8	0.013791305013000965	25414	5	3	británicos		NEU	2	admitidos
9	9	0.012524057179689407	6233	5	3	británicos		NEU	1	comunes
0	0	0.09815670549869537	10323	6	3	británicos		NEG	10	iguales
1	1	0.06461593508720398	13008	6	3	británicos		NEU	9	británicos
2	2	0.053498394787311554	15695	6	3	británicos		NEG	8	ingleses
3	3	0.036715369671583176	10148	6	3	británicos		NEU	7	judíos
4	4	0.022119712084531784	10279	6	3	británicos		NEU	6	franceses
5	5	0.02102861925959587	8138	6	3	británicos		NEU	5	extranjeros
6	6	0.017123069614171982	3	6	3	británicos		NEU	4	[unk]
7	7	0.014574728906154633	12369	6	3	británicos		NEU	3	americanos
8	8	0.014574241824448109	8002	6	3	británicos		NEU	2	blancos
9	9	0.01350636500865221	1506	6	3	británicos		NEU	1	así
0	0	0.29044196009635925	11384	7	3	británicos		NEU	10	populares
1	1	0.06645883619785309	8109	7	3	británicos		POS	9	fuertes
2	2	0.03612001612782478	4195	7	3	británicos		NEU	8	jóvenes
3	3	0.028631985187530518	3697	7	3	británicos		POS	7	importantes
4	4	0.026743920519948006	26583	7	3	británicos		POS	6	atractivos
5	5	0.02529432810842991	3037	7	3	británicos		POS	5	grandes
6	6	0.020396700128912926	16556	7	3	británicos		NEU	4	famosos
7	7	0.016074541956186295	15110	7	3	británicos		NEG	3	débiles
8	8	0.016017280519008636	10834	7	3	británicos		POS	2	ricos
9	9	0.015519239939749241	7672	7	3	británicos		NEG	1	afectados
0	0	0.138289213180542	3697	8	3	británicos		POS	10	importantes
1	1	0.11202441155910492	7679	8	3	británicos		NEU	9	numerosos
2	2	0.0822027251124382	7672	8	3	británicos		NEU	8	afectados
3	3	0.045007478445768356	12282	8	3	británicos		NEU	7	frecuentes
4	4	0.03570180758833885	11384	8	3	británicos		NEU	6	populares
5	5	0.03404848277568817	10834	8	3	británicos		POS	5	ricos
6	6	0.03313261270523071	17810	8	3	británicos		POS	4	notables
7	7	0.03226456791162491	6233	8	3	británicos		NEU	3	comunes
8	8	0.030402541160583496	3037	8	3	británicos		POS	2	grandes
9	9	0.027485141530632973	8109	8	3	británicos		NEU	1	fuertes
0	0	0.16392837464809418	10834	9	3	británicos		POS	10	ricos
1	1	0.13237573206424713	7056	9	3	británicos		NEG	9	pobres
2	2	0.05569063872098923	7672	9	3	británicos		NEU	8	afectados
3	3	0.05130491405725479	11384	9	3	británicos		NEU	7	populares
4	4	0.033356133848428726	7679	9	3	británicos		NEU	6	numerosos
5	5	0.026540318503975868	3697	9	3	británicos		POS	5	importantes
6	6	0.022718440741300583	5408	9	3	británicos		NEU	4	pequeños
7	7	0.019319599494338036	30316	9	3	británicos		NEG	3	caros
8	8	0.018740134313702583	30680	9	3	británicos		NEG	2	desfavorecidos
9	9	0.01684243604540825	3037	9	3	británicos		POS	1	grandes
0	0	0.20502227544784546	11384	10	3	británicos		NEU	10	populares
1	1	0.18022699654102325	12282	10	3	británicos		POS	9	frecuentes
2	2	0.06106732785701752	17498	10	3	británicos		NEU	8	habituales
3	3	0.05979219079017639	3697	10	3	británicos		POS	7	importantes
4	4	0.047298166900873184	7679	10	3	británicos		NEU	6	numerosos
5	5	0.027562793344259262	29712	10	3	británicos		NEU	5	solicitados
6	6	0.024744808673858643	7672	10	3	británicos		NEU	4	afectados
7	7	0.02245890349149704	6233	10	3	británicos		NEU	3	comunes
8	8	0.017958112061023712	24055	10	3	británicos		NEU	2	seguidos
9	9	0.016483739018440247	7511	10	3	británicos		NEU	1	interesados
0	0	0.08168989419937134	24701	11	3	británicos		NEG	10	conservadores
1	1	0.06607082486152649	30874	11	3	británicos		NEU	9	estrictos
2	2	0.042704202234745026	10834	11	3	británicos		POS	8	ricos
3	3	0.03440685197710991	22391	11	3	británicos		POS	7	amables
4	4	0.030626611784100533	11384	11	3	británicos		NEU	6	populares
5	5	0.02799178659915924	7056	11	3	británicos		NEG	5	pobres
6	6	0.027283187955617905	18995	11	3	británicos		NEU	4	liberales
7	7	0.023902902379631996	8109	11	3	británicos		NEU	3	fuertes
8	8	0.019980212673544884	30316	11	3	británicos		NEG	2	caros
9	9	0.018924284726381302	3166	11	3	británicos		NEU	1	diferentes
0	0	0.2119552046060562	17219	12	3	británicos		NEG	10	cerdos
1	1	0.16820193827152252	14088	12	3	británicos		NEG	9	idiotas
2	2	0.04873570427298546	29335	12	3	británicos		NEG	8	imbéciles
3	3	0.046019297093153	26248	12	3	británicos		NEG	7	bastardos
4	4	0.0413396880030632	22327	12	3	británicos		NEG	6	estúpidos
5	5	0.03807123005390167	17159	12	3	británicos		NEG	5	salvajes
6	6	0.03713859245181084	30103	12	3	británicos		NEG	4	cabrones
7	7	0.03062886744737625	17241	12	3	británicos		NEG	3	ladrones
8	8	0.030177859589457512	18404	12	3	británicos		NEG	2	tontos
9	9	0.023821141570806503	3	12	3	británicos		NEG	1	[unk]
0	0	0.03470831736922264	8138	0	3	argentinos		NEU	10	extranjeros
1	1	0.031094418838620186	3	0	3	argentinos		NEU	9	[unk]
2	2	0.016731442883610725	10121	0	3	argentinos		NEU	8	españoles
3	3	0.014891233295202255	8002	0	3	argentinos		NEU	7	blancos
4	4	0.0138435373082757	7012	0	3	argentinos		NEU	6	similares
5	5	0.012308482080698013	26908	0	3	argentinos		NEU	5	argentinos
6	6	0.01215826440602541	20089	0	3	argentinos		NEG	4	raros
7	7	0.01135168969631195	10279	0	3	argentinos		NEU	3	franceses
8	8	0.011169501580297947	10323	0	3	argentinos		NEG	2	iguales
9	9	0.011103383265435696	19507	0	3	argentinos		NEU	1	católicos
0	0	0.02969427779316902	3166	1	3	argentinos		NEU	10	diferentes
1	1	0.028403224423527718	11384	1	3	argentinos		NEU	9	populares
2	2	0.025239305570721626	4195	1	3	argentinos		NEU	8	jóvenes
3	3	0.02130025625228882	3	1	3	argentinos		NEU	7	[unk]
4	4	0.016599733382463455	20089	1	3	argentinos		NEG	6	raros
